model,mse,mae,trend_accuracy
naive_last,0.0010061414213851094,0.022336257621645927,0.0
drift,0.0010764438140203438,0.02290335070733296,0.4918032786885246
TS-JEPA,0.0011084569850936532,0.0237348061054945,0.5
GRU,0.0011401706142351031,0.02452084608376026,0.5245901639344263
mean_context,0.007031710352748632,0.06921769678592682,0.0
previous_patch,0.011843018233776093,0.08244827389717102,0.5204918032786885
