model,mse,mae,trend_accuracy
naive_last,0.000889064627699554,0.02138836681842804,0.0
previous_patch,0.015103199519217014,0.08833318203687668,0.430327868852459
mean_context,0.008166482672095299,0.0734480544924736,0.0
drift,0.0009454245833958706,0.0221129532181801,0.5655737704918032
