model,mse,mae,trend_accuracy
naive_last,0.001578636816702783,0.030024966225028038,0.0
GRU,0.001604367047548294,0.030864737927913666,0.5204918032786885
drift,0.0016237596667457695,0.030692321370684037,0.5204918032786885
TS-JEPA,0.002306751674041152,0.03793437033891678,0.5040983606557377
mean_context,0.022008094936609268,0.1265486627817154,0.0
previous_patch,0.03455489128828049,0.13510163128376007,0.4959016393442623
