model,rolling_step,horizon_step,target_index,predicted_value,true_value,error,absolute_error,squared_error
naive_last,0,1,0,0.03319823741912842,0.14819014072418213,-0.11499190330505371,0.11499190330505371,0.013223137825718823
naive_last,0,2,1,0.03319823741912842,0.12902486324310303,-0.09582662582397461,0.09582662582397461,0.009182742216808037
naive_last,0,3,2,0.03319823741912842,0.09919619560241699,-0.06599795818328857,0.06599795818328857,0.004355730484363107
naive_last,0,4,3,0.03319823741912842,0.10308694839477539,-0.06988871097564697,0.06988871097564697,0.004884431921837518
naive_last,0,5,4,0.03319823741912842,0.10207808017730713,-0.06887984275817871,0.06887984275817871,0.004744432738391424
naive_last,1,1,1,0.131675124168396,0.14351296424865723,-0.01183784008026123,0.01183784008026123,0.00014013445776583922
naive_last,1,2,2,0.131675124168396,0.1478041410446167,-0.016129016876220703,0.016129016876220703,0.00026014518539341225
naive_last,1,3,3,0.131675124168396,0.14469647407531738,-0.013021349906921387,0.013021349906921387,0.0001695555533984816
naive_last,1,4,4,0.131675124168396,0.14484477043151855,-0.013169646263122559,0.013169646263122559,0.00017343958269577797
naive_last,1,5,5,0.131675124168396,0.14499258995056152,-0.013317465782165527,0.013317465782165527,0.00017735489485914968
naive_last,2,1,2,0.1805284023284912,0.186173677444458,-0.005645275115966797,0.005645275115966797,3.186913113495393e-05
naive_last,2,2,3,0.1805284023284912,0.18190157413482666,-0.0013731718063354492,0.0013731718063354492,1.8856008097145605e-06
naive_last,2,3,4,0.1805284023284912,0.16847610473632812,0.012052297592163086,0.012052297592163086,0.00014525787725006012
naive_last,2,4,5,0.1805284023284912,0.17396855354309082,0.006559848785400391,0.006559848785400391,4.303161608731898e-05
naive_last,2,5,6,0.1805284023284912,0.17412126064300537,0.00640714168548584,0.00640714168548584,4.105146457789033e-05
naive_last,3,1,3,0.13409209251403809,0.12863945960998535,0.005452632904052734,0.005452632904052734,2.9731205586358556e-05
naive_last,3,2,4,0.13409209251403809,0.11301910877227783,0.021072983741760254,0.021072983741760254,0.000444070643780492
naive_last,3,3,5,0.13409209251403809,0.13703930377960205,-0.002947211265563965,0.002947211265563965,8.686054243867147e-06
naive_last,3,4,6,0.13409209251403809,0.15162789821624756,-0.017535805702209473,0.017535805702209473,0.00030750448162564226
naive_last,3,5,7,0.13409209251403809,0.13306009769439697,0.0010319948196411133,0.0010319948196411133,1.065013307766094e-06
naive_last,4,1,4,0.15253746509552002,0.13859772682189941,0.013939738273620605,0.013939738273620605,0.00019431630313704318
naive_last,4,2,5,0.15253746509552002,0.15283739566802979,-0.0002999305725097656,0.0002999305725097656,8.995834832603578e-08
naive_last,4,3,6,0.15253746509552002,0.16228055953979492,-0.009743094444274902,0.009743094444274902,9.492788935006047e-05
naive_last,4,4,7,0.15253746509552002,0.17891919612884521,-0.026381731033325195,0.026381731033325195,0.0006959957323147137
naive_last,4,5,8,0.15253746509552002,0.18026816844940186,-0.027730703353881836,0.027730703353881836,0.0007689919085009933
naive_last,5,1,5,0.1625431776046753,0.17391180992126465,-0.011368632316589355,0.011368632316589355,0.00012924580074979986
naive_last,5,2,6,0.1625431776046753,0.1889714002609253,-0.02642822265625,0.02642822265625,0.0006984509527683258
naive_last,5,3,7,0.1625431776046753,0.1885286569595337,-0.0259854793548584,0.0259854793548584,0.000675245137301772
naive_last,5,4,8,0.1625431776046753,0.19974946975708008,-0.037206292152404785,0.037206292152404785,0.001384308175730098
naive_last,5,5,9,0.1625431776046753,0.1919240951538086,-0.0293809175491333,0.0293809175491333,0.0008632383160289692
naive_last,6,1,6,0.1411823034286499,0.13298344612121582,0.008198857307434082,0.008198857307434082,6.722126114766525e-05
naive_last,6,2,7,0.1411823034286499,0.1328423023223877,0.008340001106262207,0.008340001106262207,6.955561845245484e-05
naive_last,6,3,8,0.1411823034286499,0.12478494644165039,0.01639735698699951,0.01639735698699951,0.0002688733161591017
naive_last,6,4,9,0.1411823034286499,0.13157033920288086,0.009611964225769043,0.009611964225769043,9.238985627746388e-05
naive_last,6,5,10,0.1411823034286499,0.12732911109924316,0.013853192329406738,0.013853192329406738,0.0001919109377155337
naive_last,7,1,7,0.10796284675598145,0.1417226791381836,-0.03375983238220215,0.03375983238220215,0.0011397262824743848
naive_last,7,2,8,0.10796284675598145,0.15242063999176025,-0.04445779323577881,0.04445779323577881,0.00197649537939526
naive_last,7,3,9,0.10796284675598145,0.14811372756958008,-0.04015088081359863,0.04015088081359863,0.0016120932301078028
naive_last,7,4,10,0.10796284675598145,0.15186500549316406,-0.04390215873718262,0.04390215873718262,0.00192739954178478
naive_last,7,5,11,0.10796284675598145,0.14547395706176758,-0.03751111030578613,0.03751111030578613,0.0014070833963728546
naive_last,8,1,8,0.13317787647247314,0.1359269618988037,-0.0027490854263305664,0.0027490854263305664,7.557470681263112e-06
naive_last,8,2,9,0.13317787647247314,0.1349644660949707,-0.0017865896224975586,0.0017865896224975586,3.191902479215969e-06
naive_last,8,3,10,0.13317787647247314,0.13785088062286377,-0.004673004150390625,0.004673004150390625,2.1836967789568007e-05
naive_last,8,4,11,0.13317787647247314,0.11874675750732422,0.014431118965148926,0.014431118965148926,0.000208257194586281
naive_last,8,5,12,0.13317787647247314,0.13252460956573486,0.0006532669067382812,0.0006532669067382812,4.2675765143940225e-07
naive_last,9,1,9,0.1001662015914917,0.06536781787872314,0.034798383712768555,0.034798383712768555,0.0012109275090210758
naive_last,9,2,10,0.1001662015914917,0.06965041160583496,0.03051578998565674,0.03051578998565674,0.0009312134384487081
naive_last,9,3,11,0.1001662015914917,0.07607507705688477,0.024091124534606934,0.024091124534606934,0.0005803822813419401
naive_last,9,4,12,0.1001662015914917,0.0747365951538086,0.025429606437683105,0.025429606437683105,0.000646664883575454
naive_last,9,5,13,0.1001662015914917,0.09882795810699463,0.0013382434844970703,0.0013382434844970703,1.7908956237988605e-06
naive_last,10,1,10,0.08520877361297607,0.09221398830413818,-0.007005214691162109,0.007005214691162109,4.907303286927345e-05
naive_last,10,2,11,0.08520877361297607,0.09710490703582764,-0.011896133422851562,0.011896133422851562,0.00014151799041428603
naive_last,10,3,12,0.08520877361297607,0.10331785678863525,-0.01810908317565918,0.01810908317565918,0.00032793889346294236
naive_last,10,4,13,0.08520877361297607,0.10358214378356934,-0.01837337017059326,0.01837337017059326,0.00033758073142564626
naive_last,10,5,14,0.08520877361297607,0.10054171085357666,-0.015332937240600586,0.015332937240600586,0.0002350989644241963
naive_last,11,1,11,0.13666176795959473,0.16396558284759521,-0.02730381488800049,0.02730381488800049,0.0007454983074381971
naive_last,11,2,12,0.13666176795959473,0.15263473987579346,-0.01597297191619873,0.01597297191619873,0.00025513583183567334
naive_last,11,3,13,0.13666176795959473,0.1654675006866455,-0.02880573272705078,0.02880573272705078,0.0008297702379422844
naive_last,11,4,14,0.13666176795959473,0.16792511940002441,-0.03126335144042969,0.03126335144042969,0.000977397143287817
naive_last,11,5,15,0.13666176795959473,0.15045034885406494,-0.013788580894470215,0.013788580894470215,0.00019012496308334903
naive_last,12,1,12,0.0602107048034668,0.06675267219543457,-0.0065419673919677734,0.0065419673919677734,4.279733735756963e-05
naive_last,12,2,13,0.0602107048034668,0.0530393123626709,0.0071713924407958984,0.0071713924407958984,5.1428869539904554e-05
naive_last,12,3,14,0.0602107048034668,0.06360745429992676,-0.003396749496459961,0.003396749496459961,1.1537907141700998e-05
naive_last,12,4,15,0.0602107048034668,0.0658719539642334,-0.0056612491607666016,0.0056612491607666016,3.204974206028055e-05
naive_last,12,5,16,0.0602107048034668,0.06260097026824951,-0.002390265464782715,0.002390265464782715,5.713368992132928e-06
naive_last,13,1,13,0.09560084342956543,0.07367837429046631,0.02192246913909912,0.02192246913909912,0.00048059465315475336
naive_last,13,2,14,0.09560084342956543,0.0701758861541748,0.025424957275390625,0.025424957275390625,0.0006464284524554387
naive_last,13,3,15,0.09560084342956543,0.04008138179779053,0.0555194616317749,0.0555194616317749,0.0030824106198821255
naive_last,13,4,16,0.09560084342956543,0.03930306434631348,0.05629777908325195,0.05629777908325195,0.003169439929706641
naive_last,13,5,17,0.09560084342956543,0.04072988033294678,0.05487096309661865,0.05487096309661865,0.003010822591150486
naive_last,14,1,14,0.034438490867614746,0.03688812255859375,-0.002449631690979004,0.002449631690979004,6.000695421448654e-06
naive_last,14,2,15,0.034438490867614746,-0.033767521381378174,0.06820601224899292,0.06820601224899292,0.004652060106909772
naive_last,14,3,16,0.034438490867614746,-0.039311885833740234,0.07375037670135498,0.07375037670135498,0.0054391180635917635
naive_last,14,4,17,0.034438490867614746,-0.021260976791381836,0.05569946765899658,0.05569946765899658,0.003102430697495606
naive_last,14,5,18,0.034438490867614746,-0.03312307596206665,0.0675615668296814,0.0675615668296814,0.0045645653124815055
naive_last,15,1,15,-0.01847892999649048,0.014112114906311035,-0.032591044902801514,0.032591044902801514,0.0010621762078564245
naive_last,15,2,16,-0.01847892999649048,0.001023411750793457,-0.019502341747283936,0.019502341747283936,0.00038034133362785383
naive_last,15,3,17,-0.01847892999649048,-0.010494589805603027,-0.007984340190887451,0.007984340190887451,6.374968828382066e-05
naive_last,15,4,18,-0.01847892999649048,-0.028687775135040283,0.010208845138549805,0.010208845138549805,0.00010422051906289198
naive_last,15,5,19,-0.01847892999649048,-0.0196569561958313,0.0011780261993408203,0.0011780261993408203,1.3877457263333781e-06
naive_last,16,1,16,-0.011526346206665039,-0.03198188543319702,0.020455539226531982,0.020455539226531982,0.00041842908504818865
naive_last,16,2,17,-0.011526346206665039,-0.0482143759727478,0.036688029766082764,0.036688029766082764,0.0013460115281169749
naive_last,16,3,18,-0.011526346206665039,-0.03528106212615967,0.02375471591949463,0.02375471591949463,0.0005642865284158916
naive_last,16,4,19,-0.011526346206665039,-0.048873841762542725,0.037347495555877686,0.037347495555877686,0.0013948354242963035
