model,mse,mae,trend_accuracy
naive_last,0.001556317787617445,0.02766188606619835,0.0
TS-JEPA,0.0016894069267436862,0.03010120615363121,0.5450819672131147
drift,0.0016968430711992671,0.02848429240760003,0.5
GRU,0.00188267114572227,0.031506434082984924,0.5204918032786885
mean_context,0.009153274819254875,0.074851393699646,0.0
previous_patch,0.017202042043209076,0.09690569341182709,0.5368852459016393
