epoch,train_loss,mse_loss,trend_loss,val_mse,val_mae,val_trend_acc
0,0.10883680507540702,0.09517469070851803,13.662115701039632,0.012429838068783283,0.09200296550989151,0.5833333333333334
1,0.01660909689962864,0.012177224860837062,4.431871763865153,0.006404179614037275,0.06254684180021286,0.4166666666666667
2,0.006826265156269074,0.0044169003454347456,2.409364875157674,0.004242361057549715,0.055405840277671814,0.375
3,0.00490993014536798,0.003257551758239667,1.6523782730102539,0.002099032746627927,0.03967350348830223,0.5625
4,0.0037861221625159185,0.002493069840905567,1.2930522441864014,0.002026883652433753,0.03945397213101387,0.4375
5,0.0032762831232200067,0.0021901020042908686,1.08618106842041,0.0016684812726452947,0.0346534326672554,0.5
6,0.0031279740311826267,0.0020768232721214493,1.0511507113774619,0.0012967053335160017,0.03163585439324379,0.5
7,0.002964833937585354,0.0018895948228115837,1.075239086151123,0.0012077895225957036,0.02952716499567032,0.4375
8,0.0030601208408673605,0.0019302955207725367,1.1298253099123636,0.0009886876214295626,0.02606743760406971,0.5
9,0.0029608627626051503,0.001857822178862989,1.1030405402183532,0.0014582291478291154,0.03193160519003868,0.5833333333333334
10,0.003109887863198916,0.001808546871567766,1.3013409535090128,0.0023464399855583906,0.042347438633441925,0.625
11,0.002877217981343468,0.001804919847442458,1.0722980578740438,0.0009452223312109709,0.025169722735881805,0.4791666666666667
12,0.002682833451156815,0.0015757172446077068,1.1071161429087322,0.0011726742377504706,0.02690441720187664,0.375
13,0.0028093404757479827,0.0015446845480861762,1.2646558602650961,0.0010773742105811834,0.02793525531888008,0.5625
14,0.002683411080700656,0.001529690957007309,1.1537200609842937,0.0006311751203611493,0.02107306383550167,0.5625
15,0.002503935682276885,0.0014634418301284313,1.0404938062032063,0.001206706860102713,0.0290067195892334,0.4791666666666667
16,0.0024531925562769176,0.0013534663400302331,1.099726152420044,0.0005424508126452565,0.019534384831786156,0.4791666666666667
17,0.0020679842835913103,0.0011655795193898182,0.9024047215779623,0.0005562934675253928,0.019108373671770096,0.5833333333333334
18,0.0020926704630255697,0.0011724572124270102,0.9202131907145182,0.0009116396540775895,0.024332275614142418,0.4583333333333333
19,0.0024942861249049506,0.0013768415781669318,1.1174445350964863,0.0005785257089883089,0.018667669966816902,0.4791666666666667
20,0.0021829885663464665,0.0011816291138529778,1.0013594190279642,0.000887269270606339,0.0249196607619524,0.5833333333333334
21,0.00211057400641342,0.0011105251847766339,1.0000487089157104,0.0006290189921855927,0.01978432573378086,0.4375
22,0.002434574735040466,0.0012200485410479207,1.2145261446634927,0.0006779262330383062,0.0217300932854414,0.4375
23,0.0020108264405280353,0.001050129175807039,0.9606972455978393,0.0005110105266794562,0.01870892010629177,0.4375
24,0.002137855680969854,0.0010834904775644343,1.0543651819229125,0.0006237722700461745,0.021020134910941124,0.6875
25,0.0021691265748813747,0.0010810008311333756,1.0881257017453512,0.0008790619904175401,0.023038960993289948,0.5833333333333334
26,0.0030597297319521505,0.0013607173381994168,1.69901229540507,0.0011373254237696528,0.028505565598607063,0.4791666666666667
27,0.0028574321108559768,0.0012656255741603673,1.5918064713478088,0.0005577734555117786,0.0195732694119215,0.5208333333333334
28,0.0020614094721774262,0.0010444020425590375,1.0170073588689168,0.0008928182651288807,0.024214990437030792,0.4791666666666667
29,0.0022968313035865626,0.0010950654939127465,1.201765767733256,0.0005471387994475663,0.019354455173015594,0.5
30,0.001974902426203092,0.00102014234677578,0.9547600189844767,0.0007783973123878241,0.02231750823557377,0.4791666666666667
31,0.002386710001155734,0.001111170556396246,1.2755393902460734,0.0005660550086759031,0.018964430317282677,0.4791666666666667
32,0.002001810066091518,0.0010243460885249079,0.9774638930956523,0.0010500753996893764,0.02639841102063656,0.6875
33,0.0022522706227997937,0.0011552709892081717,1.0969996293385824,0.00085593166295439,0.023531349375844002,0.4375
