model,mse,mae,trend_accuracy
GRU,0.003927175421267748,0.044595349580049515,0.5
naive_last,0.003969406243413687,0.043561361730098724,0.0
drift,0.004182096325004314,0.043771367740072356,0.5163934426229508
TS-JEPA,0.005205146037042141,0.052926696836948395,0.5286885245901639
mean_context,0.02788686193525791,0.13786786794662476,0.0
previous_patch,0.047307293862104416,0.15579484403133392,0.5122950819672131
