model,mse,mae,trend_accuracy
naive_last,0.002715025097131729,0.03968764469027519,0.0
GRU,0.0030628761742264032,0.04201752692461014,0.5
drift,0.0032338718828749734,0.042047107666702256,0.5122950819672131
TS-JEPA,0.0049072871915996075,0.05545644462108612,0.5532786885245902
mean_context,0.017232663929462433,0.09941839426755905,0.0
previous_patch,0.04332321882247925,0.15021169185638428,0.4057377049180328
