model,mse,mae,trend_accuracy
naive_last,0.001057861722074449,0.022631367668509483,0.00819672131147541
GRU,0.0010680584236979485,0.022281311452388763,0.5081967213114754
drift,0.0011291500247525112,0.023007271949931327,0.4672131147540984
TS-JEPA,0.0011471612378954887,0.024127691984176636,0.48770491803278687
mean_context,0.00340840220451355,0.04668252542614937,0.00819672131147541
previous_patch,0.005888839717954397,0.05826631188392639,0.4426229508196721
