model,mse,mae,trend_accuracy
naive_last,0.0012987357331439853,0.02484283782541752,0.004593175853018373
previous_patch,0.012603174895048141,0.07632117718458176,0.479002624671916
mean_context,0.008684976026415825,0.0728025957942009,0.004593175853018373
drift,0.001419695933462394,0.025874691554207404,0.48884514435695536
