model,mse,mae,trend_accuracy
GRU,0.000586156384088099,0.01741153374314308,0.5737704918032787
naive_last,0.0006001538713462651,0.017455389723181725,0.0
drift,0.0006360384434042843,0.01752218569673892,0.5409836065573771
TS-JEPA,0.0006652936572209001,0.019164888188242912,0.5737704918032787
mean_context,0.005422790069133043,0.05959264934062958,0.0
previous_patch,0.03003707341849804,0.10271284729242325,0.4918032786885246
