model,mse,mae,trend_accuracy
naive_last,0.0019788274075835943,0.03576570376753807,0.0
previous_patch,0.046119775623083115,0.14685767889022827,0.5
mean_context,0.02631826139986515,0.1252393275499344,0.0
drift,0.002022954475791851,0.03561491695424928,0.5460526315789473
