model,rolling_step,horizon_step,target_index,predicted_value,true_value,error,absolute_error,squared_error
naive_last,0,1,0,0.7079992294311523,0.7255362272262573,-0.01753699779510498,0.01753699779510498,0.00030754629166551695
naive_last,0,2,1,0.7079992294311523,0.7726709842681885,-0.06467175483703613,0.06467175483703613,0.0041824358737017064
naive_last,0,3,2,0.7079992294311523,0.7458113431930542,-0.037812113761901855,0.037812113761901855,0.0014297559471430077
naive_last,0,4,3,0.7079992294311523,0.7296434640884399,-0.021644234657287598,0.021644234657287598,0.00046847289389972957
naive_last,0,5,4,0.7079992294311523,0.7217550277709961,-0.01375579833984375,0.01375579833984375,0.00018922198796644807
naive_last,1,1,1,0.807171106338501,0.846448540687561,-0.03927743434906006,0.03927743434906006,0.001542716849044723
naive_last,1,2,2,0.807171106338501,0.873751163482666,-0.06658005714416504,0.06658005714416504,0.004432904009320282
naive_last,1,3,3,0.807171106338501,0.9007116556167603,-0.09354054927825928,0.09354054927825928,0.008749834359278452
naive_last,1,4,4,0.807171106338501,0.9135760068893433,-0.10640490055084229,0.10640490055084229,0.011322002861234637
naive_last,1,5,5,0.807171106338501,0.8785409927368164,-0.07136988639831543,0.07136988639831543,0.00509366068450845
naive_last,2,1,2,0.7566546201705933,0.7200537919998169,0.03660082817077637,0.03660082817077637,0.001339620622786697
naive_last,2,2,3,0.7566546201705933,0.7300359010696411,0.02661871910095215,0.02661871910095215,0.0007085562065753948
naive_last,2,3,4,0.7566546201705933,0.7647172212600708,-0.008062601089477539,0.008062601089477539,6.50055363280444e-05
naive_last,2,4,5,0.7566546201705933,0.7384822368621826,0.018172383308410645,0.018172383308410645,0.0003302355151078018
naive_last,2,5,6,0.7566546201705933,0.6953544616699219,0.06130015850067139,0.06130015850067139,0.0037577094322074345
naive_last,3,1,3,0.49672365188598633,0.49491584300994873,0.0018078088760375977,0.0018078088760375977,3.268172932280322e-06
naive_last,3,2,4,0.49672365188598633,0.5115805864334106,-0.014856934547424316,0.014856934547424316,0.00022072850414645018
naive_last,3,3,5,0.49672365188598633,0.5253643989562988,-0.0286407470703125,0.0286407470703125,0.000820292392745614
naive_last,3,4,6,0.49672365188598633,0.562930703163147,-0.06620705127716064,0.06620705127716064,0.004383373638816579
naive_last,3,5,7,0.49672365188598633,0.5778443813323975,-0.08112072944641113,0.08112072944641113,0.006580572745917834
naive_last,4,1,4,0.44983136653900146,0.4069037437438965,0.04292762279510498,0.04292762279510498,0.0018427807988388167
naive_last,4,2,5,0.44983136653900146,0.40768229961395264,0.04214906692504883,0.04214906692504883,0.001776543842652245
naive_last,4,3,6,0.44983136653900146,0.40368545055389404,0.04614591598510742,0.04614591598510742,0.0021294455621045927
naive_last,4,4,7,0.44983136653900146,0.36210739612579346,0.08772397041320801,0.08772397041320801,0.007695494985057394
naive_last,4,5,8,0.44983136653900146,0.39922142028808594,0.05060994625091553,0.05060994625091553,0.0025613666595205586
naive_last,5,1,5,0.37974095344543457,0.39356088638305664,-0.01381993293762207,0.01381993293762207,0.00019099054640037139
naive_last,5,2,6,0.37974095344543457,0.42033064365386963,-0.04058969020843506,0.04058969020843506,0.0016475229512167289
naive_last,5,3,7,0.37974095344543457,0.47975635528564453,-0.10001540184020996,0.10001540184020996,0.010003080605258674
naive_last,5,4,8,0.37974095344543457,0.4439268112182617,-0.06418585777282715,0.06418585777282715,0.004119824338033595
naive_last,5,5,9,0.37974095344543457,0.4230433702468872,-0.04330241680145264,0.04330241680145264,0.0018750993008467276
naive_last,6,1,6,0.2538672685623169,0.24304330348968506,0.010823965072631836,0.010823965072631836,0.0001171582198935539
naive_last,6,2,7,0.2538672685623169,0.2934650182723999,-0.03959774971008301,0.03959774971008301,0.001567981782102379
naive_last,6,3,8,0.2538672685623169,0.31470704078674316,-0.06083977222442627,0.06083977222442627,0.00370147788432007
naive_last,6,4,9,0.2538672685623169,0.2885490655899048,-0.03468179702758789,0.03468179702758789,0.0012028270450628042
naive_last,6,5,10,0.2538672685623169,0.30271053314208984,-0.04884326457977295,0.04884326457977295,0.0023856644948097028
naive_last,7,1,7,0.2574549913406372,0.24409031867980957,0.013364672660827637,0.013364672660827637,0.00017861447533107366
naive_last,7,2,8,0.2574549913406372,0.23372948169708252,0.023725509643554688,0.023725509643554688,0.0005628998078464065
naive_last,7,3,9,0.2574549913406372,0.2604151964187622,-0.002960205078125,0.002960205078125,8.762814104557037e-06
naive_last,7,4,10,0.2574549913406372,0.2717338800430298,-0.014278888702392578,0.014278888702392578,0.0002038866625753144
naive_last,7,5,11,0.2574549913406372,0.31374335289001465,-0.05628836154937744,0.05628836154937744,0.003168379645913433
naive_last,8,1,8,0.4540811777114868,0.5263563394546509,-0.07227516174316406,0.07227516174316406,0.005223699005000526
naive_last,8,2,9,0.4540811777114868,0.5064084529876709,-0.05232727527618408,0.05232727527618408,0.002738143737829546
naive_last,8,3,10,0.4540811777114868,0.5021682977676392,-0.048087120056152344,0.048087120056152344,0.002312371115294809
naive_last,8,4,11,0.4540811777114868,0.47865474224090576,-0.024573564529418945,0.024573564529418945,0.000603860073681517
naive_last,8,5,12,0.4540811777114868,0.47142720222473145,-0.01734602451324463,0.01734602451324463,0.00030088456641408357
naive_last,9,1,9,0.34540486335754395,0.6732751131057739,-0.32787024974823,0.32787024974823,0.1074989006699667
naive_last,9,2,10,0.34540486335754395,0.7158339023590088,-0.37042903900146484,0.37042903900146484,0.13721767293554876
