model,rolling_step,horizon_step,target_index,predicted_value,locked
naive_last,0,1,0,-0.13604581356048584,True
naive_last,0,2,1,-0.13604581356048584,True
naive_last,0,3,2,-0.13604581356048584,True
naive_last,0,4,3,-0.13604581356048584,True
naive_last,0,5,4,-0.13604581356048584,True
naive_last,1,1,1,-0.1995067596435547,True
naive_last,1,2,2,-0.1995067596435547,True
naive_last,1,3,3,-0.1995067596435547,True
naive_last,1,4,4,-0.1995067596435547,True
naive_last,1,5,5,-0.1995067596435547,True
naive_last,2,1,2,-0.19394534826278687,True
naive_last,2,2,3,-0.19394534826278687,True
naive_last,2,3,4,-0.19394534826278687,True
naive_last,2,4,5,-0.19394534826278687,True
naive_last,2,5,6,-0.19394534826278687,True
naive_last,3,1,3,-0.2643786072731018,True
naive_last,3,2,4,-0.2643786072731018,True
naive_last,3,3,5,-0.2643786072731018,True
naive_last,3,4,6,-0.2643786072731018,True
naive_last,3,5,7,-0.2643786072731018,True
naive_last,4,1,4,-0.21072357892990112,True
naive_last,4,2,5,-0.21072357892990112,True
naive_last,4,3,6,-0.21072357892990112,True
naive_last,4,4,7,-0.21072357892990112,True
naive_last,4,5,8,-0.21072357892990112,True
naive_last,5,1,5,-0.2064424753189087,True
naive_last,5,2,6,-0.2064424753189087,True
naive_last,5,3,7,-0.2064424753189087,True
naive_last,5,4,8,-0.2064424753189087,True
naive_last,5,5,9,-0.2064424753189087,True
naive_last,6,1,6,-0.0674167275428772,True
naive_last,6,2,7,-0.0674167275428772,True
naive_last,6,3,8,-0.0674167275428772,True
naive_last,6,4,9,-0.0674167275428772,True
naive_last,6,5,10,-0.0674167275428772,True
naive_last,7,1,7,-0.04102438688278198,True
naive_last,7,2,8,-0.04102438688278198,True
naive_last,7,3,9,-0.04102438688278198,True
naive_last,7,4,10,-0.04102438688278198,True
naive_last,7,5,11,-0.04102438688278198,True
naive_last,8,1,8,0.004514217376708984,True
naive_last,8,2,9,0.004514217376708984,True
naive_last,8,3,10,0.004514217376708984,True
naive_last,8,4,11,0.004514217376708984,True
naive_last,8,5,12,0.004514217376708984,True
naive_last,9,1,9,0.05412280559539795,True
naive_last,9,2,10,0.05412280559539795,True
naive_last,9,3,11,0.05412280559539795,True
naive_last,9,4,12,0.05412280559539795,True
naive_last,9,5,13,0.05412280559539795,True
naive_last,10,1,10,0.10569441318511963,True
naive_last,10,2,11,0.10569441318511963,True
naive_last,10,3,12,0.10569441318511963,True
naive_last,10,4,13,0.10569441318511963,True
naive_last,10,5,14,0.10569441318511963,True
naive_last,11,1,11,0.033104896545410156,True
naive_last,11,2,12,0.033104896545410156,True
naive_last,11,3,13,0.033104896545410156,True
naive_last,11,4,14,0.033104896545410156,True
naive_last,11,5,15,0.033104896545410156,True
naive_last,12,1,12,0.12983298301696777,True
naive_last,12,2,13,0.12983298301696777,True
naive_last,12,3,14,0.12983298301696777,True
naive_last,12,4,15,0.12983298301696777,True
naive_last,12,5,16,0.12983298301696777,True
naive_last,13,1,13,0.30909407138824463,True
naive_last,13,2,14,0.30909407138824463,True
naive_last,13,3,15,0.30909407138824463,True
naive_last,13,4,16,0.30909407138824463,True
naive_last,13,5,17,0.30909407138824463,True
naive_last,14,1,14,0.2529650926589966,True
naive_last,14,2,15,0.2529650926589966,True
naive_last,14,3,16,0.2529650926589966,True
naive_last,14,4,17,0.2529650926589966,True
naive_last,14,5,18,0.2529650926589966,True
naive_last,15,1,15,0.2521040439605713,True
naive_last,15,2,16,0.2521040439605713,True
naive_last,15,3,17,0.2521040439605713,True
naive_last,15,4,18,0.2521040439605713,True
naive_last,15,5,19,0.2521040439605713,True
naive_last,16,1,16,0.2549614906311035,True
naive_last,16,2,17,0.2549614906311035,True
naive_last,16,3,18,0.2549614906311035,True
naive_last,16,4,19,0.2549614906311035,True
naive_last,16,5,20,0.2549614906311035,True
naive_last,17,1,17,0.13798952102661133,True
naive_last,17,2,18,0.13798952102661133,True
naive_last,17,3,19,0.13798952102661133,True
naive_last,17,4,20,0.13798952102661133,True
naive_last,17,5,21,0.13798952102661133,True
naive_last,18,1,18,0.05916762351989746,True
naive_last,18,2,19,0.05916762351989746,True
naive_last,18,3,20,0.05916762351989746,True
naive_last,18,4,21,0.05916762351989746,True
naive_last,18,5,22,0.05916762351989746,True
naive_last,19,1,19,0.14871716499328613,True
naive_last,19,2,20,0.14871716499328613,True
naive_last,19,3,21,0.14871716499328613,True
naive_last,19,4,22,0.14871716499328613,True
naive_last,19,5,23,0.14871716499328613,True
naive_last,20,1,20,0.11249387264251709,True
naive_last,20,2,21,0.11249387264251709,True
naive_last,20,3,22,0.11249387264251709,True
naive_last,20,4,23,0.11249387264251709,True
naive_last,20,5,24,0.11249387264251709,True
naive_last,21,1,21,0.10143804550170898,True
naive_last,21,2,22,0.10143804550170898,True
naive_last,21,3,23,0.10143804550170898,True
naive_last,21,4,24,0.10143804550170898,True
naive_last,21,5,25,0.10143804550170898,True
naive_last,22,1,22,0.10598385334014893,True
naive_last,22,2,23,0.10598385334014893,True
naive_last,22,3,24,0.10598385334014893,True
naive_last,22,4,25,0.10598385334014893,True
naive_last,22,5,26,0.10598385334014893,True
naive_last,23,1,23,0.10367679595947266,True
naive_last,23,2,24,0.10367679595947266,True
naive_last,23,3,25,0.10367679595947266,True
naive_last,23,4,26,0.10367679595947266,True
naive_last,23,5,27,0.10367679595947266,True
naive_last,24,1,24,0.01939094066619873,True
naive_last,24,2,25,0.01939094066619873,True
naive_last,24,3,26,0.01939094066619873,True
naive_last,24,4,27,0.01939094066619873,True
naive_last,24,5,28,0.01939094066619873,True
naive_last,25,1,25,-0.00581735372543335,True
naive_last,25,2,26,-0.00581735372543335,True
naive_last,25,3,27,-0.00581735372543335,True
naive_last,25,4,28,-0.00581735372543335,True
naive_last,25,5,29,-0.00581735372543335,True
naive_last,26,1,26,-0.021223843097686768,True
naive_last,26,2,27,-0.021223843097686768,True
naive_last,26,3,28,-0.021223843097686768,True
naive_last,26,4,29,-0.021223843097686768,True
naive_last,26,5,30,-0.021223843097686768,True
naive_last,27,1,27,-0.0402529239654541,True
naive_last,27,2,28,-0.0402529239654541,True
naive_last,27,3,29,-0.0402529239654541,True
naive_last,27,4,30,-0.0402529239654541,True
naive_last,27,5,31,-0.0402529239654541,True
naive_last,28,1,28,-0.07006311416625977,True
naive_last,28,2,29,-0.07006311416625977,True
naive_last,28,3,30,-0.07006311416625977,True
naive_last,28,4,31,-0.07006311416625977,True
naive_last,28,5,32,-0.07006311416625977,True
naive_last,29,1,29,0.07238364219665527,True
naive_last,29,2,30,0.07238364219665527,True
naive_last,29,3,31,0.07238364219665527,True
naive_last,29,4,32,0.07238364219665527,True
naive_last,29,5,33,0.07238364219665527,True
naive_last,30,1,30,0.14776325225830078,True
naive_last,30,2,31,0.14776325225830078,True
naive_last,30,3,32,0.14776325225830078,True
naive_last,30,4,33,0.14776325225830078,True
naive_last,30,5,34,0.14776325225830078,True
naive_last,31,1,31,0.07304847240447998,True
naive_last,31,2,32,0.07304847240447998,True
naive_last,31,3,33,0.07304847240447998,True
naive_last,31,4,34,0.07304847240447998,True
naive_last,31,5,35,0.07304847240447998,True
naive_last,32,1,32,0.021628499031066895,True
naive_last,32,2,33,0.021628499031066895,True
naive_last,32,3,34,0.021628499031066895,True
naive_last,32,4,35,0.021628499031066895,True
