model,forecast_target,rolling_step,horizon_step,target_index,predicted_value,true_value,error,absolute_error,squared_error
naive_last,value,17,4,20,7.272278308868408,7.596557140350342,-0.3242788314819336,0.3242788314819336,0.10515676054728829
naive_last,value,17,5,21,7.272278308868408,7.685330867767334,-0.4130525588989258,0.4130525588989258,0.17061241641295055
naive_last,value,18,1,18,7.685330867767334,7.655892848968506,0.029438018798828125,0.029438018798828125,0.0008665969508001581
naive_last,value,18,2,19,7.685330867767334,7.7064900398254395,-0.02115917205810547,0.02115917205810547,0.0004477105621845112
naive_last,value,18,3,20,7.685330867767334,7.634274005889893,0.051056861877441406,0.051056861877441406,0.0026068031447721296
naive_last,value,18,4,21,7.685330867767334,7.654053211212158,0.03127765655517578,0.03127765655517578,0.0009782917995835305
naive_last,value,18,5,22,7.685330867767334,7.5818376541137695,0.10349321365356445,0.10349321365356445,0.01071084527234234
naive_last,value,19,1,19,7.5818376541137695,7.653593063354492,-0.07175540924072266,0.07175540924072266,0.005148838755303586
naive_last,value,19,2,20,7.5818376541137695,7.360592365264893,0.22124528884887695,0.22124528884887695,0.048949477837823
naive_last,value,19,3,21,7.5818376541137695,7.349552631378174,0.2322850227355957,0.2322850227355957,0.05395633178727621
naive_last,value,19,4,22,7.5818376541137695,7.330234050750732,0.2516036033630371,0.2516036033630371,0.0633043732252645
naive_last,value,19,5,23,7.5818376541137695,7.468685626983643,0.11315202713012695,0.11315202713012695,0.012803381243656986
naive_last,value,20,1,20,7.468685626983643,7.552399635314941,-0.08371400833129883,0.08371400833129883,0.00700803519089277
naive_last,value,20,2,21,7.468685626983643,7.642553806304932,-0.17386817932128906,0.17386817932128906,0.03023014378049993
naive_last,value,20,3,22,7.468685626983643,7.634734630584717,-0.16604900360107422,0.16604900360107422,0.02757227159690956
naive_last,value,20,4,23,7.468685626983643,7.568958759307861,-0.10027313232421875,0.10027313232421875,0.010054701066110283
naive_last,value,20,5,24,7.468685626983643,7.293436527252197,0.1752490997314453,0.1752490997314453,0.030712246956682066
naive_last,value,21,1,21,7.293436527252197,7.137046813964844,0.15638971328735352,0.15638971328735352,0.024457742422100637
naive_last,value,21,2,22,7.293436527252197,7.129687309265137,0.16374921798706055,0.16374921798706055,0.026813806391373873
naive_last,value,21,3,23,7.293436527252197,7.177524566650391,0.11591196060180664,0.11591196060180664,0.013435582610554775
naive_last,value,21,4,24,7.293436527252197,6.9640984535217285,0.32933807373046875,0.32933807373046875,0.10846356680849567
naive_last,value,21,5,25,7.293436527252197,7.023434162139893,0.2700023651123047,0.2700023651123047,0.07290127716623829
naive_last,value,22,1,22,7.023434162139893,7.136126518249512,-0.11269235610961914,0.11269235610961914,0.012699567125537214
naive_last,value,22,2,23,7.023434162139893,7.438327312469482,-0.41489315032958984,0.41489315032958984,0.17213632619041164
naive_last,value,22,3,24,7.023434162139893,7.430967807769775,-0.4075336456298828,0.4075336456298828,0.1660836723203829
naive_last,value,22,4,25,7.023434162139893,7.4608659744262695,-0.43743181228637695,0.43743181228637695,0.19134659040014412
naive_last,value,22,5,26,7.023434162139893,7.457645893096924,-0.43421173095703125,0.43421173095703125,0.1885398273007013
naive_last,value,23,1,23,7.457645893096924,7.325634956359863,0.13201093673706055,0.13201093673706055,0.017426887418196202
naive_last,value,23,2,24,7.457645893096924,7.114508152008057,0.3431377410888672,0.3431377410888672,0.11774350935957045
naive_last,value,23,3,25,7.457645893096924,7.388190746307373,0.06945514678955078,0.06945514678955078,0.004824017415558046
naive_last,value,23,4,26,7.457645893096924,7.407968997955322,0.04967689514160156,0.04967689514160156,0.002467793910909677
naive_last,value,23,5,27,7.457645893096924,7.7271881103515625,-0.26954221725463867,0.26954221725463867,0.07265300688254683
naive_last,value,24,1,24,7.7271881103515625,7.4889235496521,0.2382645606994629,0.2382645606994629,0.056770000885308036
naive_last,value,24,2,25,7.7271881103515625,7.4217681884765625,0.305419921875,0.305419921875,0.0932813286781311
naive_last,value,24,3,26,7.7271881103515625,7.454886436462402,0.27230167388916016,0.27230167388916016,0.07414820160283853
naive_last,value,24,4,27,7.7271881103515625,7.477884769439697,0.24930334091186523,0.24930334091186523,0.0621521557898177
naive_last,value,24,5,28,7.7271881103515625,7.646234035491943,0.08095407485961914,0.08095407485961914,0.00655356223637682
naive_last,value,25,1,25,7.646234035491943,7.863799571990967,-0.21756553649902344,0.21756553649902344,0.0473347626721079
naive_last,value,25,2,26,7.646234035491943,7.894157409667969,-0.2479233741760254,0.2479233741760254,0.061465999462825494
naive_last,value,25,3,27,7.646234035491943,7.970052242279053,-0.3238182067871094,0.3238182067871094,0.10485823104681913
naive_last,value,25,4,28,7.646234035491943,7.911635875701904,-0.26540184020996094,0.26540184020996094,0.07043813678683364
naive_last,value,25,5,29,7.646234035491943,7.815962314605713,-0.16972827911376953,0.16972827911376953,0.028807688730921654
naive_last,value,26,1,26,7.815962314605713,7.79296350479126,0.022998809814453125,0.022998809814453125,0.0005289452528813854
naive_last,value,26,2,27,7.815962314605713,7.9801716804504395,-0.16420936584472656,0.16420936584472656,0.02696471583112725
naive_last,value,26,3,28,7.815962314605713,8.139321327209473,-0.32335901260375977,0.32335901260375977,0.10456105103207847
naive_last,value,26,4,29,7.815962314605713,7.7064900398254395,0.10947227478027344,0.10947227478027344,0.011984178945567692
naive_last,value,26,5,30,7.815962314605713,7.94383430480957,-0.12787199020385742,0.12787199020385742,0.01635124587869541
naive_last,value,27,1,27,7.94383430480957,7.562519073486328,0.3813152313232422,0.3813152313232422,0.1454013056390977
naive_last,value,27,2,28,7.94383430480957,7.553319931030273,0.3905143737792969,0.3905143737792969,0.1525014761282364
naive_last,value,27,3,29,7.94383430480957,7.644393444061279,0.299440860748291,0.299440860748291,0.08966482908567741
naive_last,value,27,4,30,7.94383430480957,7.709249496459961,0.23458480834960938,0.23458480834960938,0.05503003230842296
naive_last,value,27,5,31,7.94383430480957,7.6825714111328125,0.2612628936767578,0.2612628936767578,0.06825829961235286
naive_last,value,28,1,28,7.6825714111328125,7.614495754241943,0.06807565689086914,0.06807565689086914,0.004634295061123339
naive_last,value,28,2,29,7.6825714111328125,7.574018478393555,0.10855293273925781,0.10855293273925781,0.01178373920629383
naive_last,value,28,3,30,7.6825714111328125,7.660492897033691,0.022078514099121094,0.022078514099121094,0.0004874607848250889
naive_last,value,28,4,31,7.6825714111328125,7.8490800857543945,-0.16650867462158203,0.16650867462158203,0.027725138724235876
naive_last,value,28,5,32,7.6825714111328125,8.089644432067871,-0.4070730209350586,0.4070730209350586,0.16570844437319465
naive_last,value,29,1,29,8.089644432067871,8.52845573425293,-0.4388113021850586,0.4388113021850586,0.1925553589253468
naive_last,value,29,2,30,8.089644432067871,8.80489730834961,-0.7152528762817383,0.7152528762817383,0.5115866770292996
naive_last,value,29,3,31,8.089644432067871,8.614009857177734,-0.5243654251098633,0.5243654251098633,0.27495909905064764
naive_last,value,29,4,32,8.089644432067871,8.595611572265625,-0.5059671401977539,0.5059671401977539,0.25600274695989356
naive_last,value,29,5,33,8.089644432067871,8.797538757324219,-0.7078943252563477,0.7078943252563477,0.5011143757301397
naive_last,value,30,1,30,8.797538757324219,8.420823097229004,0.37671566009521484,0.37671566009521484,0.14191468856097345
naive_last,value,30,2,31,8.797538757324219,8.260753631591797,0.5367851257324219,0.5367851257324219,0.28813827120757196
naive_last,value,30,3,32,8.797538757324219,7.93279504776001,0.864743709564209,0.864743709564209,0.747781683230869
naive_last,value,30,4,33,8.797538757324219,7.936014175415039,0.8615245819091797,0.8615245819091797,0.7422246052337869
naive_last,value,30,5,34,8.797538757324219,8.437381744384766,0.3601570129394531,0.3601570129394531,0.1297130739694694
naive_last,value,31,1,31,8.437381744384766,8.166460037231445,0.2709217071533203,0.2709217071533203,0.07339857140686945
naive_last,value,31,2,32,8.437381744384766,8.195898056030273,0.2414836883544922,0.2414836883544922,0.058314371741289506
naive_last,value,31,3,33,8.437381744384766,7.876678466796875,0.5607032775878906,0.5607032775878906,0.31438816549780313
naive_last,value,31,4,34,8.437381744384766,8.028928756713867,0.40845298767089844,0.40845298767089844,0.1668338431372831
naive_last,value,31,5,35,8.437381744384766,7.864719390869141,0.572662353515625,0.572662353515625,0.32794217113405466
naive_last,value,32,1,32,7.864719390869141,7.623694896697998,0.24102449417114258,0.24102449417114258,0.05809280679045514
naive_last,value,32,2,33,7.864719390869141,7.861039638519287,0.0036797523498535156,0.0036797523498535156,1.354057735625247e-05
naive_last,value,32,3,34,7.864719390869141,7.590577125549316,0.2741422653198242,0.2741422653198242,0.0751539816346849
naive_last,value,32,4,35,7.864719390869141,7.509622573852539,0.35509681701660156,0.35509681701660156,0.1260937494553218
naive_last,value,32,5,36,7.864719390869141,7.678431510925293,0.18628787994384766,0.18628787994384766,0.0347031742139734
naive_last,value,33,1,33,7.678431510925293,7.4608659744262695,0.21756553649902344,0.21756553649902344,0.0473347626721079
naive_last,value,33,2,34,7.678431510925293,7.573098182678223,0.10533332824707031,0.10533332824707031,0.01109511003960506
naive_last,value,33,3,35,7.678431510925293,7.423148155212402,0.2552833557128906,0.2552833557128906,0.06516959170403425
naive_last,value,33,4,36,7.678431510925293,7.557459354400635,0.1209721565246582,0.1209721565246582,0.014634262654226404
naive_last,value,33,5,37,7.678431510925293,7.628294944763184,0.050136566162109375,0.050136566162109375,0.002513675266527571
naive_last,value,34,1,34,7.628294944763184,7.542280197143555,0.0860147476196289,0.0860147476196289,0.007398536808068457
naive_last,value,34,2,35,7.628294944763184,7.716609001159668,-0.08831405639648438,0.08831405639648438,0.007799372557201423
naive_last,value,34,3,36,7.628294944763184,7.671992301940918,-0.043697357177734375,0.043697357177734375,0.001909459024318494
naive_last,value,34,4,37,7.628294944763184,7.816422462463379,-0.1881275177001953,0.1881275177001953,0.0353919629160373
naive_last,value,34,5,38,7.628294944763184,7.7897443771362305,-0.16144943237304688,0.16144943237304688,0.026065919213579036
naive_last,value,35,1,35,7.7897443771362305,7.7350077629089355,0.05473661422729492,0.05473661422729492,0.002996096937067705
naive_last,value,35,2,36,7.7897443771362305,7.603916168212891,0.18582820892333984,0.18582820892333984,0.03453212323165644
naive_last,value,35,3,37,7.7897443771362305,7.332074165344238,0.4576702117919922,0.4576702117919922,0.20946202276172698
naive_last,value,35,4,38,7.7897443771362305,7.3904900550842285,0.39925432205200195,0.39925432205200195,0.1594040136772037
naive_last,value,35,5,39,7.7897443771362305,7.456265926361084,0.3334784507751465,0.3334784507751465,0.1112078771313918
naive_last,value,36,1,36,7.456265926361084,7.144406318664551,0.3118596076965332,0.3118596076965332,0.09725641491263559
naive_last,value,36,2,37,7.456265926361084,7.29159688949585,0.16466903686523438,0.16466903686523438,0.027115891702123918
naive_last,value,36,3,38,7.456265926361084,7.6066765785217285,-0.15041065216064453,0.15041065216064453,0.0226233642833904
naive_last,value,36,4,39,7.456265926361084,7.730868339538574,-0.27460241317749023,0.27460241317749023,0.07540648532290106
naive_last,value,36,5,40,7.456265926361084,7.984771728515625,-0.528505802154541,0.528505802154541,0.27931838291101485
naive_last,value,37,1,37,7.984771728515625,7.9571733474731445,0.02759838104248047,0.02759838104248047,0.0007616706361659453
naive_last,value,37,2,38,7.984771728515625,8.045487403869629,-0.060715675354003906,0.060715675354003906,0.0036863932336927974
naive_last,value,37,3,39,7.984771728515625,7.939234733581543,0.04553699493408203,0.04553699493408203,0.0020736179076266126
naive_last,value,37,4,40,7.984771728515625,7.907956123352051,0.07681560516357422,0.07681560516357422,0.00590063719664613
naive_last,value,37,5,41,7.984771728515625,7.860119819641113,0.12465190887451172,0.12465190887451172,0.015538098386059573
naive_last,value,38,1,38,7.860119819641113,7.968212604522705,-0.1080927848815918,0.1080927848815918,0.01168405014345808
naive_last,value,38,2,39,7.860119819641113,7.934634685516357,-0.07451486587524414,0.07451486587524414,0.005552465236405624
naive_last,value,38,3,40,7.860119819641113,7.894157409667969,-0.03403759002685547,0.03403759002685547,0.0011585575348362909
naive_last,value,38,4,41,7.860119819641113,7.9801716804504395,-0.12005186080932617,0.12005186080932617,0.014412449283781825
naive_last,value,38,5,42,7.860119819641113,7.79296350479126,0.06715631484985352,0.06715631484985352,0.004509970624212656
naive_last,value,39,1,39,7.79296350479126,7.784684658050537,0.008278846740722656,0.008278846740722656,6.853930335637415e-05
naive_last,value,39,2,40,7.79296350479126,7.788364410400391,0.004599094390869141,0.004599094390869141,2.115166921612399e-05
naive_last,value,39,3,41,7.79296350479126,7.828381538391113,-0.035418033599853516,0.035418033599853516,0.0012544371040803526
naive_last,value,39,4,42,7.79296350479126,7.705569744110107,0.08739376068115234,0.08739376068115234,0.007637669405994529
naive_last,value,39,5,43,7.79296350479126,7.885417938232422,-0.09245443344116211,0.09245443344116211,0.008547822262926275
naive_last,value,40,1,40,7.885417938232422,7.847700119018555,0.03771781921386719,0.03771781921386719,0.0014226338862499688
naive_last,value,40,2,41,7.885417938232422,7.472365379333496,0.4130525588989258,0.4130525588989258,0.17061241641295055
naive_last,value,40,3,42,7.885417938232422,7.7138495445251465,0.1715683937072754,0.1715683937072754,0.029435713719294654
naive_last,value,40,4,43,7.885417938232422,7.783764362335205,0.1016535758972168,0.1016535758972168,0.010333449492691216
naive_last,value,40,5,44,7.885417938232422,7.913936138153076,-0.028518199920654297,0.028518199920654297,0.0008132877267144067
naive_last,value,41,1,41,7.913936138153076,7.858739852905273,0.055196285247802734,0.055196285247802734,0.0030466299051568058
naive_last,value,41,2,42,7.913936138153076,7.953033924102783,-0.03909778594970703,0.03909778594970703,0.0015286368661691085
naive_last,value,41,3,43,7.913936138153076,8.091024398803711,-0.17708826065063477,0.17708826065063477,0.03136025206026716
naive_last,value,41,4,44,7.913936138153076,8.136561393737793,-0.2226252555847168,0.2226252555847168,0.04956200442416048
naive_last,value,41,5,45,7.913936138153076,8.07308578491211,-0.1591496467590332,0.1591496467590332,0.025328610063525048
naive_last,value,42,1,42,8.07308578491211,7.819182395935059,0.2539033889770508,0.2539033889770508,0.06446693093403155
naive_last,value,42,2,43,8.07308578491211,7.576777935028076,0.4963078498840332,0.4963078498840332,0.24632148185651204
naive_last,value,42,3,44,8.07308578491211,7.293896675109863,0.7791891098022461,0.7791891098022461,0.6071356688344167
naive_last,value,42,4,45,8.07308578491211,7.187644004821777,0.885441780090332,0.885441780090332,0.7840071459295359
naive_last,value,42,5,46,8.07308578491211,7.809983253479004,0.26310253143310547,0.26310253143310547,0.06922294204650825
naive_last,value,43,1,43,7.809983253479004,8.022948265075684,-0.2129650115966797,0.2129650115966797,0.045354096164373914
naive_last,value,43,2,44,7.809983253479004,7.953953266143799,-0.14397001266479492,0.14397001266479492,0.02072736454670121
naive_last,value,43,3,45,7.809983253479004,8.023408889770508,-0.2134256362915039,0.2134256362915039,0.04555050222643331
naive_last,value,43,4,46,7.809983253479004,7.8803582191467285,-0.07037496566772461,0.07037496566772461,0.0049526357927334175
naive_last,value,43,5,47,7.809983253479004,7.690390586853027,0.11959266662597656,0.11959266662597656,0.014302405910711968
naive_last,value,44,1,44,7.690390586853027,7.7897443771362305,-0.09935379028320312,0.09935379028320312,0.009871175643638708
naive_last,value,44,2,45,7.690390586853027,7.928194999694824,-0.23780441284179688,0.23780441284179688,0.056550938767031766
naive_last,value,44,3,46,7.690390586853027,7.924515247344971,-0.23412466049194336,0.23412466049194336,0.054814356650467744
naive_last,value,44,4,47,7.690390586853027,8.012829780578613,-0.32243919372558594,0.32243919372558594,0.10396703365040594
naive_last,value,44,5,48,7.690390586853027,8.09240436553955,-0.40201377868652344,0.40201377868652344,0.16161507825381705
naive_last,value,45,1,45,8.09240436553955,8.152200698852539,-0.05979633331298828,0.05979633331298828,0.003575601477677992
naive_last,value,45,2,46,8.09240436553955,8.27685260772705,-0.1844482421875,0.1844482421875,0.034021154046058655
naive_last,value,45,3,47,8.09240436553955,7.786064624786377,0.30633974075317383,0.30633974075317383,0.09384403676472175
naive_last,value,45,4,48,8.09240436553955,7.431887626647949,0.6605167388916016,0.6605167388916016,0.43628236235599616
naive_last,value,45,5,49,8.09240436553955,7.675211429595947,0.4171929359436035,0.4171929359436035,0.17404994580124367
naive_last,value,46,1,46,7.675211429595947,7.56343936920166,0.11177206039428711,0.11177206039428711,0.012492993484784165
naive_last,value,46,2,47,7.675211429595947,7.700969696044922,-0.02575826644897461,0.02575826644897461,0.000663488290456371
naive_last,value,46,3,48,7.675211429595947,7.714768886566162,-0.039557456970214844,0.039557456970214844,0.001564792401950399
naive_last,value,46,4,49,7.675211429595947,7.4608659744262695,0.21434545516967773,0.21434545516967773,0.04594397415189633
naive_last,value,46,5,50,7.675211429595947,7.68303108215332,-0.007819652557373047,0.007819652557373047,6.114696611803083e-05
naive_last,value,47,1,47,7.68303108215332,7.780545234680176,-0.09751415252685547,0.09751415252685547,0.009509009943030833
naive_last,value,47,2,48,7.68303108215332,7.8385009765625,-0.1554698944091797,0.1554698944091797,0.02417088806760148
naive_last,value,47,3,49,7.68303108215332,7.705569744110107,-0.02253866195678711,0.02253866195678711,0.0005079912828023225
naive_last,value,47,4,50,7.68303108215332,7.572638511657715,0.11039257049560547,0.11039257049560547,0.012186519620627223
naive_last,value,47,5,51,7.68303108215332,7.709249496459961,-0.026218414306640625,0.026218414306640625,0.0006874052487546578
naive_last,value,48,1,48,7.709249496459961,7.6499128341674805,0.05933666229248047,0.05933666229248047,0.0035208394920118735
naive_last,value,48,2,49,7.709249496459961,7.579537868499756,0.12971162796020508,0.12971162796020508,0.016825106428086656
naive_last,value,48,3,50,7.709249496459961,7.494903564453125,0.21434593200683594,0.21434593200683594,0.045944178567879135
naive_last,value,48,4,51,7.709249496459961,7.225360870361328,0.4838886260986328,0.4838886260986328,0.23414820246762247
