model,mse,mae,trend_accuracy
naive_last,0.0012236298061907291,0.02581946551799774,0.0
previous_patch,0.022900018841028214,0.10670944303274155,0.5409836065573771
mean_context,0.008421611972153187,0.07324088364839554,0.0
drift,0.0013853338031760288,0.027132163312215525,0.5081967213114754
