model,mse,mae,trend_accuracy
naive_last,0.004353605210781097,0.046705212444067,0.0
previous_patch,0.05556711181998253,0.14647561311721802,0.5078125
mean_context,0.04183173552155495,0.1498001664876938,0.0
drift,0.004373786481711977,0.04738024848920247,0.509375
