model,mse,mae,trend_accuracy
naive_last,0.001516180345788598,0.02975279465317726,0.0
drift,0.001555431995529225,0.030249973449257388,0.5122950819672131
GRU,0.0015756427310407162,0.031337130814790726,0.5245901639344263
TS-JEPA,0.0032052474562078714,0.04475245997309685,0.5614754098360656
mean_context,0.02138526178896427,0.12467949092388153,0.0
previous_patch,0.03278700262308121,0.13435228168964386,0.47950819672131145
