model,mse,mae,trend_accuracy
naive_last,0.001578636816702783,0.030024966225028038,0.0
GRU,0.001622223760932684,0.03149835020303726,0.5
drift,0.0016237596667457695,0.030692321370684037,0.5204918032786885
TS-JEPA,0.0022073350846767426,0.036428846418857574,0.5040983606557377
mean_context,0.022008094936609268,0.1265486627817154,0.0
previous_patch,0.03376230224967003,0.1368405520915985,0.5040983606557377
