model,rolling_step,horizon_step,target_index,predicted_value,true_value,error,absolute_error,squared_error
naive_last,0,1,0,-0.1836562156677246,-0.1708282232284546,-0.01282799243927002,0.01282799243927002,0.00016455739002196879
naive_last,0,2,1,-0.1836562156677246,-0.17098665237426758,-0.012669563293457031,0.012669563293457031,0.00016051783404691378
naive_last,0,3,2,-0.1836562156677246,-0.20434987545013428,0.020693659782409668,0.020693659782409668,0.00042822755519011935
naive_last,0,4,3,-0.1836562156677246,-0.23137825727462769,0.047722041606903076,0.047722041606903076,0.0022773932551309883
naive_last,0,5,4,-0.1836562156677246,-0.22530746459960938,0.041651248931884766,0.041651248931884766,0.0017348265375858318
naive_last,1,1,1,-0.23583626747131348,-0.24651116132736206,0.010674893856048584,0.010674893856048584,0.0001139533588379038
naive_last,1,2,2,-0.23583626747131348,-0.17355751991271973,-0.06227874755859375,0.06227874755859375,0.003878642397467047
naive_last,1,3,3,-0.23583626747131348,-0.2042282223701477,-0.03160804510116577,0.03160804510116577,0.0009990685151173295
naive_last,1,4,4,-0.23583626747131348,-0.18173295259475708,-0.054103314876556396,0.054103314876556396,0.0029271686806318087
naive_last,1,5,5,-0.23583626747131348,-0.17168289422988892,-0.06415337324142456,0.06415337324142456,0.004115655298253529
naive_last,2,1,2,-0.18841832876205444,-0.20249998569488525,0.01408165693283081,0.01408165693283081,0.00019829306197394203
naive_last,2,2,3,-0.18841832876205444,-0.21770405769348145,0.029285728931427002,0.029285728931427002,0.0008576539190450205
naive_last,2,3,4,-0.18841832876205444,-0.2287755012512207,0.04035717248916626,0.04035717248916626,0.001628701371320318
naive_last,2,4,5,-0.18841832876205444,-0.24658161401748657,0.05816328525543213,0.05816328525543213,0.0033829677517047685
naive_last,2,5,6,-0.18841832876205444,-0.2271938920021057,0.03877556324005127,0.03877556324005127,0.0015035443045832153
naive_last,3,1,3,-0.21031224727630615,-0.19008392095565796,-0.020228326320648193,0.020228326320648193,0.0004091851857346285
naive_last,3,2,4,-0.21031224727630615,-0.1695948839187622,-0.040717363357543945,0.040717363357543945,0.0016579036787902623
naive_last,3,3,5,-0.21031224727630615,-0.1556227207183838,-0.05468952655792236,0.05468952655792236,0.0029909443151296955
naive_last,3,4,6,-0.21031224727630615,-0.16266095638275146,-0.04765129089355469,0.04765129089355469,0.002270645523822168
naive_last,3,5,7,-0.21031224727630615,-0.16500699520111084,-0.04530525207519531,0.04530525207519531,0.002052565865596989
naive_last,4,1,4,-0.2040947675704956,-0.2108532190322876,0.006758451461791992,0.006758451461791992,4.5676666161398316e-05
naive_last,4,2,5,-0.2040947675704956,-0.1984296441078186,-0.005665123462677002,0.005665123462677002,3.2093623847373465e-05
naive_last,4,3,6,-0.2040947675704956,-0.18486309051513672,-0.019231677055358887,0.019231677055358887,0.00036985740236161746
naive_last,4,4,7,-0.2040947675704956,-0.18396854400634766,-0.02012622356414795,0.02012622356414795,0.0004050648749540642
naive_last,4,5,8,-0.2040947675704956,-0.1888386607170105,-0.015256106853485107,0.015256106853485107,0.00023274879632495526
naive_last,5,1,5,-0.12463134527206421,-0.18818038702011108,0.06354904174804688,0.06354904174804688,0.004038480707095005
naive_last,5,2,6,-0.12463134527206421,-0.17262834310531616,0.04799699783325195,0.04799699783325195,0.0023037118010051927
naive_last,5,3,7,-0.12463134527206421,-0.18083339929580688,0.056202054023742676,0.056202054023742676,0.0031586708764876903
naive_last,5,4,8,-0.12463134527206421,-0.15021181106567383,0.02558046579360962,0.02558046579360962,0.0006543602302180318
naive_last,5,5,9,-0.12463134527206421,-0.14447367191314697,0.019842326641082764,0.019842326641082764,0.0003937179265314228
naive_last,6,1,6,-0.13190406560897827,-0.10012519359588623,-0.03177887201309204,0.03177887201309204,0.0010098967064244846
naive_last,6,2,7,-0.13190406560897827,-0.10779780149459839,-0.024106264114379883,0.024106264114379883,0.0005811119695522393
naive_last,6,3,8,-0.13190406560897827,-0.09566307067871094,-0.036240994930267334,0.036240994930267334,0.0013134097135356626
naive_last,6,4,9,-0.13190406560897827,-0.09375858306884766,-0.038145482540130615,0.038145482540130615,0.0014550778382194096
naive_last,6,5,10,-0.13190406560897827,-0.1076890230178833,-0.02421504259109497,0.02421504259109497,0.0005863682876885434
naive_last,7,1,7,-0.06521493196487427,-0.039106130599975586,-0.02610880136489868,0.02610880136489868,0.0006816695087117353
