model,mse,mae,trend_accuracy
naive_last,0.00198280974291265,0.03505386412143707,0.0
drift,0.0020448253016247383,0.03520940863467718,0.5122950819672131
mean_context,0.01882089488208294,0.10010683536529541,0.0
previous_patch,0.033127013593912125,0.12057193368673325,0.5081967213114754
GRU,0.048539865761995316,0.15912267565727234,0.5245901639344263
TS-JEPA,0.10404615104198456,0.2743363082408905,0.5368852459016393
