model,rolling_step,horizon_step,target_index,predicted_value,true_value,error,absolute_error,squared_error
naive_last,0,1,0,-0.27825677394866943,-0.27355802059173584,-0.004698753356933594,0.004698753356933594,2.2078283109294716e-05
naive_last,0,2,1,-0.27825677394866943,-0.2581688165664673,-0.02008795738220215,0.02008795738220215,0.0004035260317891698
naive_last,0,3,2,-0.27825677394866943,-0.3361065983772278,0.05784982442855835,0.05784982442855835,0.0033466021864150264
naive_last,0,4,3,-0.27825677394866943,-0.369385302066803,0.09112852811813354,0.09112852811813354,0.008304408636977456
naive_last,0,5,4,-0.27825677394866943,-0.3355461359024048,0.05728936195373535,0.05728936195373535,0.0032820709930660996
naive_last,1,1,1,-0.3128259778022766,-0.30440014600753784,-0.00842583179473877,0.00842583179473877,7.099464143323075e-05
naive_last,1,2,2,-0.3128259778022766,-0.17457985877990723,-0.13824611902236938,0.13824611902236938,0.019111989424747122
naive_last,1,3,3,-0.3128259778022766,-0.23186659812927246,-0.08095937967300415,0.08095937967300415,0.006554421157037638
naive_last,1,4,4,-0.3128259778022766,-0.18889033794403076,-0.12393563985824585,0.12393563985824585,0.015360042827072817
naive_last,1,5,5,-0.3128259778022766,-0.204850435256958,-0.1079755425453186,0.1079755425453186,0.011658717787955908
naive_last,2,1,2,-0.24882078170776367,-0.2463359236717224,-0.0024848580360412598,0.0024848580360412598,6.174519459278827e-06
naive_last,2,2,3,-0.24882078170776367,-0.2646142244338989,0.015793442726135254,0.015793442726135254,0.00024943283314371456
naive_last,2,3,4,-0.24882078170776367,-0.27986013889312744,0.03103935718536377,0.03103935718536377,0.0009634416944805935
naive_last,2,4,5,-0.24882078170776367,-0.29999154806137085,0.05117076635360718,0.05117076635360718,0.0026184473292154564
naive_last,2,5,6,-0.24882078170776367,-0.28579849004745483,0.03697770833969116,0.03697770833969116,0.0013673509140552653
naive_last,3,1,3,-0.16103500127792358,-0.12477117776870728,-0.03626382350921631,0.03626382350921631,0.0013150648955075894
naive_last,3,2,4,-0.16103500127792358,-0.06916344165802002,-0.09187155961990356,0.09187155961990356,0.008440383466993495
naive_last,3,3,5,-0.16103500127792358,-0.048582613468170166,-0.11245238780975342,0.11245238780975342,0.012645539524115179
naive_last,3,4,6,-0.16103500127792358,-0.04779106378555298,-0.1132439374923706,0.1132439374923706,0.012824189378775941
naive_last,3,5,7,-0.16103500127792358,-0.05422258377075195,-0.10681241750717163,0.10681241750717163,0.011408892533726345
naive_last,4,1,4,-0.12198591232299805,-0.11601519584655762,-0.00597071647644043,0.00597071647644043,3.564945524203722e-05
naive_last,4,2,5,-0.12198591232299805,-0.09369397163391113,-0.028291940689086914,0.028291940689086914,0.0008004339079548117
naive_last,4,3,6,-0.12198591232299805,-0.06471318006515503,-0.05727273225784302,0.05727273225784302,0.003280165860278572
naive_last,4,4,7,-0.12198591232299805,-0.0781242847442627,-0.04386162757873535,0.04386162757873535,0.0019238423738556776
