model,mse,mae,trend_accuracy
naive_last,0.0043808463960886,0.04672716557979584,0.0
previous_patch,0.038454946130514145,0.13030365109443665,0.5079617834394905
mean_context,0.039744872599840164,0.1453312337398529,0.0
drift,0.004407926000554469,0.04749632974801313,0.5095541401273885
