model,mse,mae,trend_accuracy
naive_last,0.00198280974291265,0.03505386412143707,0.0
previous_patch,0.03208310529589653,0.11598248034715652,0.5327868852459017
mean_context,0.01882089488208294,0.10010683536529541,0.0
drift,0.0020448253016247383,0.03520940863467718,0.5122950819672131
