config_signature,strategy,forecast_target,normalization,feature_transform,forecast_horizon,checkpoint_selection,encoder_weight_source,fine_tune_encoder,trend_weight,test_start,test_end,run_rows,source_files
f925963305f8d4f5,local_long,value,window_return,raw,5,fixed_pretraining_epoch_2000,ema,True,0.001,2025-04-01T00:00:00,2025-12-31T00:00:00,45,results/top10_with_sentiment_jepa_lam_1_mae_lam_1/local_long/AVGO/seed_42/last_model_comparison_20260825_093110.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_1/local_long/AVGO/seed_46/last_model_comparison_20260825_093534.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_1/local_long/AVGO/seed_50/last_model_comparison_20260825_093953.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_1/local_long/COST/seed_42/last_model_comparison_20260825_094415.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_1/local_long/COST/seed_46/last_model_comparison_20260825_094832.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_1/local_long/COST/seed_50/last_model_comparison_20260825_095252.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_1/local_long/NVDA/seed_42/last_model_comparison_20260825_091807.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_1/local_long/NVDA/seed_46/last_model_comparison_20260825_092228.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_1/local_long/NVDA/seed_50/last_model_comparison_20260825_092650.csv
f925963305f8d4f5,random,value,window_return,raw,5,fixed_pretraining_epoch_2000,ema,True,0.001,2025-04-01T00:00:00,2025-12-31T00:00:00,45,results/top10_with_sentiment_jepa_lam_1_mae_lam_1/random/AVGO/seed_42/last_model_comparison_20260825_093114.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_1/random/AVGO/seed_46/last_model_comparison_20260825_093533.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_1/random/AVGO/seed_50/last_model_comparison_20260825_093956.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_1/random/COST/seed_42/last_model_comparison_20260825_094416.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_1/random/COST/seed_46/last_model_comparison_20260825_094836.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_1/random/COST/seed_50/last_model_comparison_20260825_095253.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_1/random/NVDA/seed_42/last_model_comparison_20260825_091811.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_1/random/NVDA/seed_46/last_model_comparison_20260825_092232.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_1/random/NVDA/seed_50/last_model_comparison_20260825_092652.csv
