stock,method,mse_mean,mse_std,mae_mean,mae_std,direction_accuracy_mean,direction_accuracy_std,n_valid_seeds,n_direction_seeds
AVGO,Shared-target JEPA--MAE,0.005931658700545162,0.0012835841325836725,0.05774787728462303,0.005049030169828458,0.5679824561403509,0.031090892277977636,3,3
AVGO,Local-MAE/Long-JEPA,0.006941458437729739,0.0025513855546567244,0.06249017468735315,0.011369815871337247,0.5504385964912281,0.0535824198371518,3,3
AVGO,GRU,0.0036027015675792807,0.0001600225195831804,0.047010019803909876,0.0018367688284840642,0.5109649122807017,0.043804790253153945,3,3
AVGO,Naive-last,0.00301088671668516,0.0,0.03984621198553788,0.0,0.0,0.0,3,3
AVGO,Drift,0.003206176350828088,0.0,0.040613234099490865,0.0,0.5723684210526315,0.0,3,3
AVGO,Mean-context,0.03377415824343458,0.0,0.15762535544896597,0.0,0.0,0.0,3,3
COST,Shared-target JEPA--MAE,0.0008485752138499223,0.00015102896062766215,0.02193871219111442,0.002199605189639864,0.5,0.01139507110242686,3,3
COST,Local-MAE/Long-JEPA,0.000826968965782311,0.000126257758005723,0.022671441632331122,0.0011496751423629998,0.45175438596491224,0.05317699847799185,3,3
COST,GRU,0.0005350435082885843,2.5122334365117385e-05,0.018492075245369933,0.000352266379198273,0.5043859649122807,0.021148356932002108,3,3
COST,Naive-last,0.00040763896067421763,0.0,0.014902843613373599,0.0,0.006578947368421052,0.0,3,3
COST,Drift,0.00045113086603079433,0.0,0.015306078928130617,0.0,0.5,0.0,3,3
COST,Mean-context,0.00121185380508482,0.0,0.02857807443299525,0.0,0.006578947368421052,0.0,3,3
NVDA,Shared-target JEPA--MAE,0.0030513777296240253,0.00043154243282523744,0.04447853719782934,0.00311367871010402,0.537280701754386,0.01004950810297332,3,3
NVDA,Local-MAE/Long-JEPA,0.0030153220819401044,0.0003371588055999758,0.0430140232536615,0.002410260632393627,0.5285087719298246,0.016556654463312986,3,3
NVDA,GRU,0.0037776086541745223,0.0012349450168564439,0.0485720974425867,0.006551672669966323,0.5043859649122807,0.013695171049119288,3,3
NVDA,Naive-last,0.0019788274472474546,0.0,0.03576570404203314,0.0,0.0,0.0,3,3
NVDA,Drift,0.002022954448626363,0.0,0.03561491650333139,0.0,0.5460526315789473,0.0,3,3
NVDA,Mean-context,0.0263182630197257,0.0,0.12523933760071246,0.0,0.0,0.0,3,3
