model,n_stocks,mean_delta_mse,median_delta_mse,relative_mse_improvement_pct,mse_ci_low,mse_ci_high,mse_wilcoxon_statistic,mse_p_value,mse_holm_p_value,mse_rank_biserial,mse_wilcoxon_n,mse_stock_wins,mse_stock_losses,mse_stock_ties,mse_run_wins,mse_run_total,mean_delta_mae,median_delta_mae,relative_mae_improvement_pct,mae_ci_low,mae_ci_high,mae_wilcoxon_statistic,mae_p_value,mae_holm_p_value,mae_rank_biserial,mae_wilcoxon_n,mae_stock_wins,mae_stock_losses,mae_stock_ties,mae_run_wins,mae_run_total
Shared-target JEPA--MAE,1,0.00012707910862827922,0.00012707910862827922,-18.503791199687562,0.00012707910862827922,0.00012707910862827922,0.0,1.0,1.0,1.0,1,0,1,0,0,1,0.0013177583092137402,0.0013177583092137402,-5.9848848382195605,0.0013177583092137402,0.0013177583092137402,0.0,1.0,1.0,1.0,1,0,1,0,0,1
Local-MAE/Long-JEPA,1,0.00034594190573768483,0.00034594190573768483,-50.37206241126902,0.00034594190573768483,0.00034594190573768483,0.0,1.0,1.0,1.0,1,0,1,0,0,1,0.004533234346461933,0.004533234346461933,-20.588665856657904,0.004533234346461933,0.004533234346461933,0.0,1.0,1.0,1.0,1,0,1,0,0,1
GRU,1,0.0001769556740876568,0.0001769556740876568,-25.766240259803926,0.0001769556740876568,0.0001769556740876568,0.0,1.0,1.0,1.0,1,0,1,0,0,1,0.0022428475908542918,0.0022428475908542918,-10.186378220563268,0.0022428475908542918,0.0022428475908542918,0.0,1.0,1.0,1.0,1,0,1,0,0,1
