model,mse,mae,trend_accuracy
naive_last,0.001556317787617445,0.02766188606619835,0.0
previous_patch,0.024271029978990555,0.10928090661764145,0.5286885245901639
mean_context,0.009153274819254875,0.074851393699646,0.0
drift,0.0016968430711992671,0.02848429240760003,0.5
