stock,method,mse_mean,mse_std,mae_mean,mae_std,direction_accuracy_mean,direction_accuracy_std,n_valid_seeds,n_direction_seeds
AAPL,Shared-target JEPA--MAE,0.130007991191266,0.044603357533997634,0.2810615002481561,0.04601302972565506,0.5092105263157894,0.037099663631241266,5,5
AAPL,Local-MAE/Long-JEPA,0.05680653849391358,0.019162565133739394,0.18895054290169164,0.030130932990431906,0.4947368421052632,0.039308866437604395,5,5
AAPL,GRU,0.10589177658083324,0.02014612475674493,0.2537873397375408,0.022949297326283858,0.5092105263157894,0.03824853119407531,5,5
AAPL,Naive-last,0.015385018678011949,0.0,0.07890129026613736,0.0,0.0,0.0,5,5
AAPL,Drift,0.016432615285101353,0.0,0.08249175611295197,0.0,0.5,0.0,5,5
AAPL,Mean-context,0.11103246924423953,0.0,0.2851187825202942,0.0,0.0,0.0,5,5
AMZN,Shared-target JEPA--MAE,0.044170476122610935,0.009877901237024379,0.1665691634228355,0.02544058133004127,0.4828947368421052,0.039909870758166065,5,5
AMZN,Local-MAE/Long-JEPA,0.030957469664050868,0.0025212277987433475,0.13330432615782084,0.007445050401954255,0.49210526315789477,0.04039495113949673,5,5
AMZN,GRU,0.07946634339343499,0.01360477375825189,0.24266690116179618,0.02571116412382611,0.4934210526315789,0.03633342439864234,5,5
AMZN,Naive-last,0.020188341984768807,0.0,0.10401587360783629,0.0,0.0,0.0,5,5
AMZN,Drift,0.022601255306935138,0.0,0.10863841709337736,0.0,0.5328947368421053,0.0,5,5
AMZN,Mean-context,0.10435520882561236,0.0,0.2599051324944747,0.0,0.0,0.0,5,5
GOOGL,Shared-target JEPA--MAE,1.2227390086424297,0.06150820463471315,0.7348356688650031,0.015408481252053538,0.49078947368421055,0.068937825775946,5,5
GOOGL,Local-MAE/Long-JEPA,0.4392204785575623,0.2248420894683431,0.43585440585487767,0.1107470668442513,0.525,0.03674800011518146,5,5
GOOGL,GRU,1.3311517539387878,0.10108340167858201,0.7806123448673048,0.03553174115736862,0.5276315789473685,0.033026053678976666,5,5
GOOGL,Naive-last,0.03298857043465906,0.0,0.13846544152811954,0.0,0.0,0.0,5,5
GOOGL,Drift,0.03433114988559532,0.0,0.14488105773925783,0.0,0.5855263157894737,0.0,5,5
GOOGL,Mean-context,0.6216601104620868,0.0,0.6834078311920166,0.0,0.0,0.0,5,5
MSFT,Shared-target JEPA--MAE,0.20093983937163767,0.020862042234636544,0.4063850235939026,0.021100794697517314,0.45921052631578946,0.03462551938668626,5,5
MSFT,Local-MAE/Long-JEPA,0.08812198587376263,0.006847746843403141,0.2673176841986807,0.009232028928967755,0.48552631578947364,0.05291862513734265,5,5
MSFT,GRU,0.07850071164841911,0.009857804813121106,0.25649539345189143,0.01790832483829316,0.4631578947368421,0.053163431186412924,5,5
MSFT,Naive-last,0.011762966480062843,0.0,0.07563770444769607,0.0,0.0,0.0,5,5
MSFT,Drift,0.012697362313976831,0.0,0.07857891760374372,0.0,0.5921052631578947,0.0,5,5
MSFT,Mean-context,0.10829977528826955,0.0,0.2640000117452521,0.0,0.0,0.0,5,5
NVDA,Shared-target JEPA--MAE,2.0670719376000415,0.4024315654398591,1.2141579823744926,0.1140895274913683,0.48026315789473684,0.015428999209945483,5,5
NVDA,Local-MAE/Long-JEPA,1.8174395234025122,0.3218181380478364,1.1377915548023423,0.10248225788670377,0.4842105263157895,0.024439704764482522,5,5
NVDA,GRU,2.9747514659047067,0.10352406875590096,1.5089327272615933,0.030091069060284952,0.46447368421052626,0.011008684559658883,5,5
NVDA,Naive-last,0.08834520349848007,0.0,0.23551427439639444,0.0,0.0,0.0,5,5
NVDA,Drift,0.09274017945874616,0.0,0.23736720587077892,0.0,0.5460526315789473,0.0,5,5
NVDA,Mean-context,0.7829378490425761,0.0,0.723732728707163,0.0,0.0,0.0,5,5
