forecast_target,rolling_step,horizon_step,target_index,predicted_value,locked
relative_return,0,1,0,0.004099830985069275,True
relative_return,0,2,1,0.03938460722565651,True
relative_return,0,3,2,0.0448799729347229,True
relative_return,0,4,3,-0.05033703148365021,True
relative_return,0,5,4,-0.03420446068048477,True
relative_return,1,1,1,0.03290416672825813,True
relative_return,1,2,2,0.03079284355044365,True
relative_return,1,3,3,0.048133693635463715,True
relative_return,1,4,4,-0.030919251963496208,True
relative_return,1,5,5,-0.036749500781297684,True
relative_return,2,1,2,-0.020972076803445816,True
relative_return,2,2,3,0.02584794908761978,True
relative_return,2,3,4,0.038771115243434906,True
relative_return,2,4,5,0.07372069358825684,True
relative_return,2,5,6,0.03760284185409546,True
relative_return,3,1,3,0.00046232715249061584,True
relative_return,3,2,4,0.05297497659921646,True
relative_return,3,3,5,0.03805309534072876,True
relative_return,3,4,6,-0.022548308596014977,True
relative_return,3,5,7,-0.029341422021389008,True
relative_return,4,1,4,-0.022175118327140808,True
relative_return,4,2,5,0.05452728271484375,True
relative_return,4,3,6,0.03718679025769234,True
relative_return,4,4,7,0.050565045326948166,True
relative_return,4,5,8,0.035022858530282974,True
relative_return,5,1,5,-0.022212132811546326,True
relative_return,5,2,6,0.059850506484508514,True
relative_return,5,3,7,0.014335991814732552,True
relative_return,5,4,8,0.042588476091623306,True
relative_return,5,5,9,0.03416092321276665,True
relative_return,6,1,6,-0.004513271152973175,True
relative_return,6,2,7,0.04144556075334549,True
relative_return,6,3,8,-0.005717616528272629,True
relative_return,6,4,9,0.016408979892730713,True
relative_return,6,5,10,0.019037265330553055,True
relative_return,7,1,7,-0.03094588965177536,True
relative_return,7,2,8,0.033652693033218384,True
relative_return,7,3,9,-0.0017680563032627106,True
relative_return,7,4,10,0.016475006937980652,True
relative_return,7,5,11,0.03009098768234253,True
relative_return,8,1,8,-0.02502080798149109,True
relative_return,8,2,9,0.021407244727015495,True
relative_return,8,3,10,-0.010691065341234207,True
relative_return,8,4,11,-0.0330880805850029,True
relative_return,8,5,12,-0.008991118520498276,True
relative_return,9,1,9,-0.0205870158970356,True
relative_return,9,2,10,0.015777941793203354,True
relative_return,9,3,11,-0.011116903275251389,True
relative_return,9,4,12,-0.03527259826660156,True
relative_return,9,5,13,-0.026891164481639862,True
relative_return,10,1,10,-0.018290583044290543,True
relative_return,10,2,11,0.019934576004743576,True
relative_return,10,3,12,-0.017183911055326462,True
relative_return,10,4,13,-0.03093944676220417,True
relative_return,10,5,14,0.00799117237329483,True
relative_return,11,1,11,-0.0149909108877182,True
relative_return,11,2,12,0.024041740223765373,True
relative_return,11,3,13,-0.011313352733850479,True
relative_return,11,4,14,-0.046249955892562866,True
relative_return,11,5,15,-0.014010082930326462,True
relative_return,12,1,12,-0.025278985500335693,True
relative_return,12,2,13,0.02179788053035736,True
relative_return,12,3,14,-0.007938019931316376,True
relative_return,12,4,15,-0.028000907972455025,True
relative_return,12,5,16,0.013386853039264679,True
relative_return,13,1,13,-0.011543653905391693,True
relative_return,13,2,14,0.012177097611129284,True
relative_return,13,3,15,-0.029865164309740067,True
relative_return,13,4,16,-0.0408569872379303,True
relative_return,13,5,17,0.007883496582508087,True
relative_return,14,1,14,-0.015047259628772736,True
relative_return,14,2,15,0.0260683111846447,True
relative_return,14,3,16,-0.010114077478647232,True
relative_return,14,4,17,-0.03981240466237068,True
relative_return,14,5,18,0.013953004032373428,True
relative_return,15,1,15,-0.00030050426721572876,True
relative_return,15,2,16,0.021183352917432785,True
relative_return,15,3,17,-0.010267484933137894,True
relative_return,15,4,18,-0.04082724079489708,True
relative_return,15,5,19,0.016389820724725723,True
relative_return,16,1,16,-0.004606500267982483,True
relative_return,16,2,17,0.026895202696323395,True
relative_return,16,3,18,-0.010952673852443695,True
relative_return,16,4,19,-0.0741102397441864,True
relative_return,16,5,20,-0.008302222937345505,True
relative_return,17,1,17,0.010986916720867157,True
relative_return,17,2,18,0.021696925163269043,True
relative_return,17,3,19,0.002695120871067047,True
relative_return,17,4,20,-0.07091833651065826,True
relative_return,17,5,21,0.003601621836423874,True
relative_return,18,1,18,0.01264423131942749,True
relative_return,18,2,19,0.023780986666679382,True
relative_return,18,3,20,-0.016955140978097916,True
relative_return,18,4,21,-0.07076510787010193,True
relative_return,18,5,22,-0.00016611069440841675,True
relative_return,19,1,19,0.014545954763889313,True
relative_return,19,2,20,0.019343197345733643,True
relative_return,19,3,21,-0.010346252471208572,True
relative_return,19,4,22,-0.07362976670265198,True
relative_return,19,5,23,0.006225205957889557,True
relative_return,20,1,20,0.00835619866847992,True
relative_return,20,2,21,0.024146810173988342,True
relative_return,20,3,22,-0.004713322967290878,True
relative_return,20,4,23,-0.0883999913930893,True
relative_return,20,5,24,-0.02386435866355896,True
relative_return,21,1,21,0.010936036705970764,True
relative_return,21,2,22,0.01478119008243084,True
relative_return,21,3,23,0.023827049881219864,True
relative_return,21,4,24,-0.06902294605970383,True
