model,forecast_target,rolling_step,horizon_step,target_index,predicted_value,locked
previous_patch,relative_return,20,1,20,0.008645066060125828,True
previous_patch,relative_return,20,2,21,-0.02665555290877819,True
previous_patch,relative_return,20,3,22,-0.02798561565577984,True
previous_patch,relative_return,20,4,23,-0.03031311184167862,True
previous_patch,relative_return,20,5,24,-0.0136325154453516,True
previous_patch,relative_return,21,1,21,0.01022522896528244,True
previous_patch,relative_return,21,2,22,0.021237090229988098,True
previous_patch,relative_return,21,3,23,0.020282018929719925,True
previous_patch,relative_return,21,4,24,0.012247839942574501,True
previous_patch,relative_return,21,5,25,-0.021405762061476707,True
previous_patch,relative_return,22,1,22,-0.019520027562975883,True
previous_patch,relative_return,22,2,23,-0.02043861709535122,True
previous_patch,relative_return,22,3,24,-0.014467733912169933,True
previous_patch,relative_return,22,4,25,-0.041106849908828735,True
previous_patch,relative_return,22,5,26,-0.03370077162981033,True
previous_patch,relative_return,23,1,23,0.01455643679946661,True
previous_patch,relative_return,23,2,24,0.05359162017703056,True
previous_patch,relative_return,23,3,25,0.052640996873378754,True
previous_patch,relative_return,23,4,26,0.05650293454527855,True
previous_patch,relative_return,23,5,27,0.05608699470758438,True
previous_patch,relative_return,24,1,24,-0.01614621840417385,True
previous_patch,relative_return,24,2,25,-0.04196907579898834,True
previous_patch,relative_return,24,3,26,-0.008495038375258446,True
previous_patch,relative_return,24,4,27,-0.006075966637581587,True
previous_patch,relative_return,24,5,28,0.03296763077378273,True
previous_patch,relative_return,25,1,25,-0.028211986646056175,True
previous_patch,relative_return,25,2,26,-0.03616359457373619,True
previous_patch,relative_return,25,3,27,-0.03224219009280205,True
previous_patch,relative_return,25,4,28,-0.02951904572546482,True
previous_patch,relative_return,25,5,29,-0.009585459716618061,True
previous_patch,relative_return,26,1,26,0.026010416448116302,True
previous_patch,relative_return,26,2,27,0.02963976003229618,True
previous_patch,relative_return,26,3,28,0.03871314600110054,True
previous_patch,relative_return,26,4,29,0.03172934800386429,True
previous_patch,relative_return,26,5,30,0.020291373133659363,True
previous_patch,relative_return,27,1,27,-0.002694873372092843,True
previous_patch,relative_return,27,2,28,0.019241144880652428,True
previous_patch,relative_return,27,3,29,0.03788942098617554,True
previous_patch,relative_return,27,4,30,-0.012827355414628983,True
previous_patch,relative_return,27,5,31,0.014983332715928555,True
previous_patch,relative_return,28,1,28,-0.04402083158493042,True
previous_patch,relative_return,28,2,29,-0.04508282244205475,True
previous_patch,relative_return,28,3,30,-0.034568868577480316,True
previous_patch,relative_return,28,4,31,-0.027081578969955444,True
previous_patch,relative_return,28,5,32,-0.03016142174601555,True
previous_patch,relative_return,29,1,29,-0.008103384636342525,True
previous_patch,relative_return,29,2,30,-0.012921596877276897,True
previous_patch,relative_return,29,3,31,-0.0026281157042831182,True
previous_patch,relative_return,29,4,32,0.019820358604192734,True
previous_patch,relative_return,29,5,33,0.04845593124628067,True
previous_patch,relative_return,30,1,30,0.04981983080506325,True
previous_patch,relative_return,30,2,31,0.08120524138212204,True
previous_patch,relative_return,30,3,32,0.059533100575208664,True
previous_patch,relative_return,30,4,33,0.05744427815079689,True
previous_patch,relative_return,30,5,34,0.08036980032920837,True
previous_patch,relative_return,31,1,31,-0.03958819434046745,True
previous_patch,relative_return,31,2,32,-0.056409530341625214,True
previous_patch,relative_return,31,3,33,-0.09087395668029785,True
previous_patch,relative_return,31,4,34,-0.09053566306829453,True
previous_patch,relative_return,31,5,35,-0.037848085165023804,True
previous_patch,relative_return,32,1,32,-0.029590491205453873,True
previous_patch,relative_return,32,2,33,-0.02637522481381893,True
previous_patch,relative_return,32,3,34,-0.06124088540673256,True
previous_patch,relative_return,32,4,35,-0.04461187124252319,True
previous_patch,relative_return,32,5,36,-0.06254707276821136,True
previous_patch,relative_return,33,1,33,-0.028081486001610756,True
previous_patch,relative_return,33,2,34,-0.00042872369522228837,True
previous_patch,relative_return,33,3,35,-0.031939998269081116,True
previous_patch,relative_return,33,4,36,-0.041371919214725494,True
previous_patch,relative_return,33,5,37,-0.021704185754060745,True
previous_patch,relative_return,34,1,34,-0.02591067925095558,True
previous_patch,relative_return,34,2,35,-0.012544533237814903,True
previous_patch,relative_return,34,3,36,-0.030402634292840958,True
previous_patch,relative_return,34,4,37,-0.014407019130885601,True
previous_patch,relative_return,34,5,38,-0.005970947910100222,True
previous_patch,relative_return,35,1,35,-0.010305345058441162,True
previous_patch,relative_return,35,2,36,0.010580822825431824,True
previous_patch,relative_return,35,3,37,0.0052353390492498875,True
previous_patch,relative_return,35,4,38,0.022539379075169563,True
previous_patch,relative_return,35,5,39,0.019343102350831032,True
previous_patch,relative_return,36,1,36,-0.006433498114347458,True
previous_patch,relative_return,36,2,37,-0.021841419860720634,True
previous_patch,relative_return,36,3,38,-0.05379251763224602,True
previous_patch,relative_return,36,4,39,-0.046926576644182205,True
previous_patch,relative_return,36,5,40,-0.03919557109475136,True
previous_patch,relative_return,37,1,37,-0.03814989700913429,True
previous_patch,relative_return,37,2,38,-0.02014402113854885,True
previous_patch,relative_return,37,3,39,0.018399788066744804,True
previous_patch,relative_return,37,4,40,0.033592212945222855,True
previous_patch,relative_return,37,5,41,0.06465230137109756,True
mean_context,relative_return,0,1,0,-0.0032174517400562763,True
mean_context,relative_return,0,2,1,-0.006424551364034414,True
mean_context,relative_return,0,3,2,-0.0096213323995471,True
mean_context,relative_return,0,4,3,-0.01280782837420702,True
mean_context,relative_return,0,5,4,-0.015984071418642998,True
mean_context,relative_return,1,1,1,-0.004642189014703035,True
mean_context,relative_return,1,2,2,-0.009262828156352043,True
mean_context,relative_return,1,3,3,-0.01386201661080122,True
mean_context,relative_return,1,4,4,-0.01843985542654991,True
mean_context,relative_return,1,5,5,-0.022996442392468452,True
mean_context,relative_return,2,1,2,-0.002456041518598795,True
mean_context,relative_return,2,2,3,-0.004906051326543093,True
mean_context,relative_return,2,3,4,-0.007350043393671513,True
mean_context,relative_return,2,4,5,-0.009788032621145248,True
mean_context,relative_return,2,5,6,-0.012220034375786781,True
mean_context,relative_return,3,1,3,-0.002044559922069311,True
mean_context,relative_return,3,2,4,-0.004084939602762461,True
mean_context,relative_return,3,3,5,-0.00612114742398262,True
mean_context,relative_return,3,4,6,-0.008153191767632961,True
mean_context,relative_return,3,5,7,-0.010181082412600517,True
mean_context,relative_return,4,1,4,-0.00019330419308971614,True
mean_context,relative_return,4,2,5,-0.0003865710168611258,True
mean_context,relative_return,4,3,6,-0.0005798004567623138,True
mean_context,relative_return,4,4,7,-0.0007729926146566868,True
mean_context,relative_return,4,5,8,-0.0009661473450250924,True
mean_context,relative_return,5,1,5,-0.0018281113589182496,True
mean_context,relative_return,5,2,6,-0.0036528806667774916,True
mean_context,relative_return,5,3,7,-0.005474314093589783,True
mean_context,relative_return,5,4,8,-0.00729241780936718,True
mean_context,relative_return,5,5,9,-0.009107197634875774,True
mean_context,relative_return,6,1,6,-0.00022407437791116536,True
mean_context,relative_return,6,2,7,-0.00044809855171479285,True
mean_context,relative_return,6,3,8,-0.0006720725214108825,True
mean_context,relative_return,6,4,9,-0.0008959963452070951,True
mean_context,relative_return,6,5,10,-0.0011198699939996004,True
mean_context,relative_return,7,1,7,0.001960691064596176,True
mean_context,relative_return,7,2,8,0.003925226628780365,True
mean_context,relative_return,7,3,9,0.005893613677471876,True
mean_context,relative_return,7,4,10,0.007865860126912594,True
mean_context,relative_return,7,5,11,0.009841973893344402,True
mean_context,relative_return,8,1,8,0.0033567880745977163,True
mean_context,relative_return,8,2,9,0.006724844221025705,True
mean_context,relative_return,8,3,10,0.010104206390678883,True
mean_context,relative_return,8,4,11,0.013494911603629589,True
mean_context,relative_return,8,5,12,0.01689699850976467,True
mean_context,relative_return,9,1,9,0.0052859182469546795,True
mean_context,relative_return,9,2,10,0.010599777102470398,True
mean_context,relative_return,9,3,11,0.015941724181175232,True
mean_context,relative_return,9,4,12,0.021311908960342407,True
mean_context,relative_return,9,5,13,0.026710480451583862,True
mean_context,relative_return,10,1,10,0.004320808686316013,True
mean_context,relative_return,10,2,11,0.008660286664962769,True
mean_context,relative_return,10,3,12,0.013018514961004257,True
mean_context,relative_return,10,4,13,0.01739557459950447,True
mean_context,relative_return,10,5,14,0.021791545674204826,True
mean_context,relative_return,11,1,11,0.003874433459714055,True
mean_context,relative_return,11,2,12,0.00776387844234705,True
mean_context,relative_return,11,3,13,0.011668392457067966,True
mean_context,relative_return,11,4,14,0.015588034875690937,True
mean_context,relative_return,11,5,15,0.019522862508893013,True
mean_context,relative_return,12,1,12,0.006483944598585367,True
mean_context,relative_return,12,2,13,0.013009930960834026,True
mean_context,relative_return,12,3,14,0.019578231498599052,True
mean_context,relative_return,12,4,15,0.02618911862373352,True
mean_context,relative_return,12,5,16,0.03284287452697754,True
mean_context,relative_return,13,1,13,0.009129853919148445,True
mean_context,relative_return,13,2,14,0.018343063071370125,True
mean_context,relative_return,13,3,15,0.027640387415885925,True
mean_context,relative_return,13,4,16,0.03702259436249733,True
mean_context,relative_return,13,5,17,0.04649045690894127,True
mean_context,relative_return,14,1,14,0.006822987925261259,True
mean_context,relative_return,14,2,15,0.013692528940737247,True
mean_context,relative_return,14,3,16,0.020608941093087196,True
mean_context,relative_return,14,4,17,0.027572544291615486,True
mean_context,relative_return,14,5,18,0.03458365797996521,True
mean_context,relative_return,15,1,15,0.009005644358694553,True
mean_context,relative_return,15,2,16,0.018092390149831772,True
mean_context,relative_return,15,3,17,0.02726096846163273,True
mean_context,relative_return,15,4,18,0.036512117832899094,True
mean_context,relative_return,15,5,19,0.04584657400846481,True
mean_context,relative_return,16,1,16,0.008100271224975586,True
mean_context,relative_return,16,2,17,0.01626615598797798,True
mean_context,relative_return,16,3,18,0.024498187005519867,True
mean_context,relative_return,16,4,19,0.03279690071940422,True
mean_context,relative_return,16,5,20,0.04116283357143402,True
mean_context,relative_return,17,1,17,0.0068935672752559185,True
mean_context,relative_return,17,2,18,0.013834656216204166,True
mean_context,relative_return,17,3,19,0.02082359418272972,True
mean_context,relative_return,17,4,20,0.02786070853471756,True
mean_context,relative_return,17,5,21,0.03494633734226227,True
mean_context,relative_return,18,1,18,0.005236993543803692,True
mean_context,relative_return,18,2,19,0.010501413606107235,True
mean_context,relative_return,18,3,20,0.01579340361058712,True
mean_context,relative_return,18,4,21,0.021113106980919838,True
mean_context,relative_return,18,5,22,0.026460669934749603,True
mean_context,relative_return,19,1,19,0.00547380605712533,True
mean_context,relative_return,19,2,20,0.010977574624121189,True
mean_context,relative_return,19,3,21,0.016511470079421997,True
mean_context,relative_return,19,4,22,0.022075656801462173,True
mean_context,relative_return,19,5,23,0.027670301496982574,True
mean_context,relative_return,20,1,20,0.004311138764023781,True
mean_context,relative_return,20,2,21,0.008640863932669163,True
mean_context,relative_return,20,3,22,0.012989254668354988,True
mean_context,relative_return,20,4,23,0.01735639199614525,True
mean_context,relative_return,20,5,24,0.021742356941103935,True
mean_context,relative_return,21,1,21,0.003841281868517399,True
mean_context,relative_return,21,2,22,0.007697319146245718,True
mean_context,relative_return,21,3,23,0.011568168178200722,True
mean_context,relative_return,21,4,24,0.015453886240720749,True
mean_context,relative_return,21,5,25,0.019354531541466713,True
mean_context,relative_return,22,1,22,0.002669832669198513,True
mean_context,relative_return,22,2,23,0.005346793681383133,True
mean_context,relative_return,22,3,24,0.008030901663005352,True
mean_context,relative_return,22,4,25,0.010722175240516663,True
mean_context,relative_return,22,5,26,0.013420634903013706,True
mean_context,relative_return,23,1,23,0.0037350724451243877,True
mean_context,relative_return,23,2,24,0.007484095636755228,True
mean_context,relative_return,23,3,25,0.0112471217289567,True
mean_context,relative_return,23,4,26,0.01502420287579298,True
mean_context,relative_return,23,5,27,0.01881539076566696,True
mean_context,relative_return,24,1,24,0.0027286498807370663,True
mean_context,relative_return,24,2,25,0.005464745219796896,True
mean_context,relative_return,24,3,26,0.00820830650627613,True
mean_context,relative_return,24,4,27,0.010959354229271412,True
mean_context,relative_return,24,5,28,0.01371790748089552,True
mean_context,relative_return,25,1,25,0.0025089529808610678,True
mean_context,relative_return,25,2,26,0.0050242007710039616,True
mean_context,relative_return,25,3,27,0.0075457594357430935,True
mean_context,relative_return,25,4,28,0.010073644109070301,True
mean_context,relative_return,25,5,29,0.012607871554791927,True
mean_context,relative_return,26,1,26,0.002239373279735446,True
mean_context,relative_return,26,2,27,0.004483761265873909,True
mean_context,relative_return,26,3,28,0.006733175367116928,True
mean_context,relative_return,26,4,29,0.008987626060843468,True
mean_context,relative_return,26,5,30,0.011247126385569572,True
mean_context,relative_return,27,1,27,0.0017722849734127522,True
mean_context,relative_return,27,2,28,0.003547710832208395,True
mean_context,relative_return,27,3,29,0.0053262836299836636,True
mean_context,relative_return,27,4,30,0.007108008023351431,True
mean_context,relative_return,27,5,31,0.008892890065908432,True
mean_context,relative_return,28,1,28,0.000733585562556982,True
mean_context,relative_return,28,2,29,0.00146770931314677,True
mean_context,relative_return,28,3,30,0.0022023716010153294,True
mean_context,relative_return,28,4,31,0.0029375727754086256,True
mean_context,relative_return,28,5,32,0.003673313418403268,True
mean_context,relative_return,29,1,29,0.0012189613189548254,True
mean_context,relative_return,29,2,30,0.00243940856307745,True
mean_context,relative_return,29,3,31,0.0036613433621823788,True
mean_context,relative_return,29,4,32,0.004884767811745405,True
mean_context,relative_return,29,5,33,0.006109683308750391,True
mean_context,relative_return,30,1,30,0.0023688189685344696,True
mean_context,relative_return,30,2,31,0.004743249621242285,True
mean_context,relative_return,30,3,32,0.007123304530978203,True
mean_context,relative_return,30,4,33,0.009508997201919556,True
mean_context,relative_return,30,5,34,0.011900341138243675,True
mean_context,relative_return,31,1,31,0.001772533287294209,True
mean_context,relative_return,31,2,32,0.0035482083912938833,True
mean_context,relative_return,31,3,33,0.0053270310163497925,True
