model,n_stocks,mean_delta_mse,median_delta_mse,relative_mse_improvement_pct,mse_ci_low,mse_ci_high,mse_wilcoxon_statistic,mse_p_value,mse_holm_p_value,mse_rank_biserial,mse_wilcoxon_n,mse_stock_wins,mse_stock_losses,mse_stock_ties,mse_run_wins,mse_run_total,mean_delta_mae,median_delta_mae,relative_mae_improvement_pct,mae_ci_low,mae_ci_high,mae_wilcoxon_statistic,mae_p_value,mae_holm_p_value,mae_rank_biserial,mae_wilcoxon_n,mae_stock_wins,mae_stock_losses,mae_stock_ties,mae_run_wins,mae_run_total
Shared-target JEPA--MAE,10,0.0011696653761112741,0.0006549112527207694,-78.69969722943692,0.0006280485129655996,0.0018132710748575964,0.0,0.001953125,0.005859375,1.0,10,0,10,0,0,100,0.010885028555269328,0.008361304625439896,-42.717362327915595,0.007881108266803875,0.014708326081478795,0.0,0.001953125,0.005859375,1.0,10,0,10,0,0,100
Local-MAE/Long-JEPA,10,0.0009428305719575249,0.0006337937289588786,-68.57938329894456,0.0005712949607376451,0.001369441240854282,0.0,0.001953125,0.005859375,1.0,10,0,10,0,0,100,0.009425319501361197,0.008646423779213557,-38.54857793955961,0.0070789394703895114,0.012052112974938751,0.0,0.001953125,0.005859375,1.0,10,0,10,0,0,100
GRU,10,0.00011369496661165614,7.460942602964805e-05,-8.366520091697108,4.107597220701676e-05,0.00019986691649652138,5.0,0.01953125,0.01953125,0.8181818181818182,10,2,8,0,27,100,0.0018735865030413217,0.0016861304080750972,-7.352274988545129,0.0009635628646215139,0.0029062025270476873,3.0,0.009765625,0.009765625,0.8909090909090909,10,2,8,0,17,100
