model,forecast_target,rolling_step,horizon_step,target_index,target_date,predicted_value,true_value,error,absolute_error,squared_error
naive_last,relative_return,0,1,60,2024-10-02T00:00:00,0.0,-0.03488093614578247,0.03488093614578247,0.03488093614578247,0.001216679706406154
naive_last,relative_return,0,2,61,2024-10-03T00:00:00,0.0,-0.06728154420852661,0.06728154420852661,0.06728154420852661,0.004526806191083921
naive_last,relative_return,0,3,62,2024-10-04T00:00:00,0.0,-0.030772745609283447,0.030772745609283447,0.030772745609283447,0.0009469618723336737
naive_last,relative_return,0,4,63,2024-10-07T00:00:00,0.0,-0.06662267446517944,0.06662267446517944,0.06662267446517944,0.004438580752893273
naive_last,relative_return,0,5,64,2024-10-08T00:00:00,0.0,-0.05239897966384888,0.05239897966384888,0.05239897966384888,0.002745653069812448
naive_last,relative_return,1,1,65,2024-10-09T00:00:00,0.0,-0.014110445976257324,0.014110445976257324,0.014110445976257324,0.0001991046856488765
naive_last,relative_return,1,2,66,2024-10-10T00:00:00,0.0,-0.023435592651367188,0.023435592651367188,0.023435592651367188,0.0005492270029208157
naive_last,relative_return,1,3,67,2024-10-11T00:00:00,0.0,-0.10920244455337524,0.10920244455337524,0.10920244455337524,0.011925173896432995
naive_last,relative_return,1,4,68,2024-10-14T00:00:00,0.0,-0.10364007949829102,0.10364007949829102,0.10364007949829102,0.010741266078412082
naive_last,relative_return,1,5,69,2024-10-15T00:00:00,0.0,-0.10196316242218018,0.10196316242218018,0.10196316242218018,0.010396486491131895
naive_last,relative_return,2,1,70,2024-10-16T00:00:00,0.0,0.008015632629394531,-0.008015632629394531,0.008015632629394531,6.425036644941429e-05
naive_last,relative_return,2,2,71,2024-10-17T00:00:00,0.0,0.0060117244720458984,-0.0060117244720458984,0.0060117244720458984,3.6140831127795536e-05
naive_last,relative_return,2,3,72,2024-10-18T00:00:00,0.0,0.005146384239196777,-0.005146384239196777,0.005146384239196777,2.6485270737452993e-05
naive_last,relative_return,2,4,73,2024-10-21T00:00:00,0.0,-0.0032791495323181152,0.0032791495323181152,0.0032791495323181152,1.0752821655302114e-05
naive_last,relative_return,2,5,74,2024-10-22T00:00:00,0.0,-0.007287025451660156,0.007287025451660156,0.007287025451660156,5.3100739933142904e-05
naive_last,relative_return,3,1,75,2024-10-23T00:00:00,0.0,-0.019819259643554688,0.019819259643554688,0.019819259643554688,0.0003928030528186355
naive_last,relative_return,3,2,76,2024-10-24T00:00:00,0.0,0.19502687454223633,-0.19502687454223633,0.19502687454223633,0.03803548179371319
naive_last,relative_return,3,3,77,2024-10-25T00:00:00,0.0,0.23498642444610596,-0.23498642444610596,0.23498642444610596,0.05521861967396546
naive_last,relative_return,3,4,78,2024-10-28T00:00:00,0.0,0.2043401002883911,-0.2043401002883911,0.2043401002883911,0.04175487658586974
naive_last,relative_return,3,5,79,2024-10-29T00:00:00,0.0,0.1906224489212036,-0.1906224489212036,0.1906224489212036,0.03633691803271688
naive_last,relative_return,4,1,80,2024-10-30T00:00:00,0.0,-0.007590949535369873,0.007590949535369873,0.007590949535369873,5.762251484853209e-05
naive_last,relative_return,4,2,81,2024-10-31T00:00:00,0.0,-0.037261009216308594,0.037261009216308594,0.037261009216308594,0.001388382807817834
naive_last,relative_return,4,3,82,2024-11-01T00:00:00,0.0,-0.040613412857055664,0.040613412857055664,0.040613412857055664,0.0016494493038976543
naive_last,relative_return,4,4,83,2024-11-04T00:00:00,0.0,-0.06427246332168579,0.06427246332168579,0.06427246332168579,0.004130949541437445
naive_last,relative_return,4,5,84,2024-11-05T00:00:00,0.0,-0.031134366989135742,0.031134366989135742,0.031134366989135742,0.0009693488078141854
naive_last,relative_return,5,1,85,2024-11-06T00:00:00,0.0,0.14751029014587402,-0.14751029014587402,0.14751029014587402,0.02175928569891994
naive_last,relative_return,5,2,86,2024-11-07T00:00:00,0.0,0.18083834648132324,-0.18083834648132324,0.18083834648132324,0.032702507558099114
naive_last,relative_return,5,3,87,2024-11-08T00:00:00,0.0,0.2775214910507202,-0.2775214910507202,0.2775214910507202,0.07701817799501498
naive_last,relative_return,5,4,88,2024-11-11T00:00:00,0.0,0.39198219776153564,-0.39198219776153564,0.39198219776153564,0.15365004336196364
naive_last,relative_return,5,5,89,2024-11-12T00:00:00,0.0,0.30643486976623535,-0.30643486976623535,0.30643486976623535,0.09390232940864962
naive_last,relative_return,6,1,90,2024-11-13T00:00:00,0.0,0.005327463150024414,-0.005327463150024414,0.005327463150024414,2.8381863614868053e-05
naive_last,relative_return,6,2,91,2024-11-14T00:00:00,0.0,-0.05269569158554077,0.05269569158554077,0.05269569158554077,0.0027768359116784325
naive_last,relative_return,6,3,92,2024-11-15T00:00:00,0.0,-0.023653626441955566,0.023653626441955566,0.023653626441955566,0.0005594940438555795
naive_last,relative_return,6,4,93,2024-11-18T00:00:00,0.0,0.031203389167785645,-0.031203389167785645,0.031203389167785645,0.0009736514955562825
naive_last,relative_return,6,5,94,2024-11-19T00:00:00,0.0,0.05330455303192139,-0.05330455303192139,0.05330455303192139,0.0028413753739329195
naive_last,relative_return,7,1,95,2024-11-20T00:00:00,0.0,-0.011474013328552246,0.011474013328552246,0.011474013328552246,0.0001316529818637946
naive_last,relative_return,7,2,96,2024-11-21T00:00:00,0.0,-0.018381476402282715,0.018381476402282715,0.018381476402282715,0.0003378786747276763
naive_last,relative_return,7,3,97,2024-11-22T00:00:00,0.0,0.018959522247314453,-0.018959522247314453,0.018959522247314453,0.0003594634838464117
naive_last,relative_return,7,4,98,2024-11-25T00:00:00,0.0,-0.021416187286376953,0.021416187286376953,0.021416187286376953,0.00045865307788517384
naive_last,relative_return,7,5,99,2024-11-26T00:00:00,0.0,-0.022456586360931396,0.022456586360931396,0.022456586360931396,0.00050429827098597
naive_last,relative_return,8,1,100,2024-11-27T00:00:00,0.0,-0.01578807830810547,0.01578807830810547,0.01578807830810547,0.00024926341666287044
naive_last,relative_return,8,2,101,2024-11-29T00:00:00,0.0,0.020488977432250977,-0.020488977432250977,0.020488977432250977,0.0004197981962192898
naive_last,relative_return,8,3,102,2024-12-02T00:00:00,0.0,0.055760860443115234,-0.055760860443115234,0.055760860443115234,0.0031092735573565733
naive_last,relative_return,8,4,103,2024-12-03T00:00:00,0.0,0.03899717330932617,-0.03899717330932617,0.03899717330932617,0.0015207795261176216
naive_last,relative_return,8,5,104,2024-12-04T00:00:00,0.0,0.05824434757232666,-0.05824434757232666,0.05824434757232666,0.0033924040241259945
naive_last,relative_return,9,1,105,2024-12-05T00:00:00,0.0,0.03229677677154541,-0.03229677677154541,0.03229677677154541,0.0010430817898310352
naive_last,relative_return,9,2,106,2024-12-06T00:00:00,0.0,0.08741939067840576,-0.08741939067840576,0.08741939067840576,0.007642149866583736
naive_last,relative_return,9,3,107,2024-12-09T00:00:00,0.0,0.08901190757751465,-0.08901190757751465,0.08901190757751465,0.00792311969058801
naive_last,relative_return,9,4,108,2024-12-10T00:00:00,0.0,0.12030279636383057,-0.12030279636383057,0.12030279636383057,0.014472762812957285
naive_last,relative_return,9,5,109,2024-12-11T00:00:00,0.0,0.18674039840698242,-0.18674039840698242,0.18674039840698242,0.03487197639719852
naive_last,relative_return,10,1,110,2024-12-12T00:00:00,0.0,-0.01570260524749756,0.01570260524749756,0.01570260524749756,0.00024657181155873786
naive_last,relative_return,10,2,111,2024-12-13T00:00:00,0.0,0.02697932720184326,-0.02697932720184326,0.02697932720184326,0.0007278840962641198
naive_last,relative_return,10,3,112,2024-12-16T00:00:00,0.0,0.09004878997802734,-0.09004878997802734,0.09004878997802734,0.008108784576506878
naive_last,relative_return,10,4,113,2024-12-17T00:00:00,0.0,0.12969374656677246,-0.12969374656677246,0.12969374656677246,0.016820467898526203
naive_last,relative_return,10,5,114,2024-12-18T00:00:00,0.0,0.036160826683044434,-0.036160826683044434,0.036160826683044434,0.0013076053864011783
naive_last,relative_return,11,1,115,2024-12-19T00:00:00,0.0,-0.008997321128845215,0.008997321128845215,0.008997321128845215,8.095178749556453e-05
naive_last,relative_return,11,2,116,2024-12-20T00:00:00,0.0,-0.04332810640335083,0.04332810640335083,0.04332810640335083,0.0018773248045000912
naive_last,relative_return,11,3,117,2024-12-23T00:00:00,0.0,-0.021652698516845703,0.021652698516845703,0.021652698516845703,0.0004688393530614121
naive_last,relative_return,11,4,118,2024-12-24T00:00:00,0.0,0.050325989723205566,-0.050325989723205566,0.050325989723205566,0.0025327052416201923
naive_last,relative_return,11,5,119,2024-12-26T00:00:00,0.0,0.03180873394012451,-0.03180873394012451,0.03180873394012451,0.001011795554873629
mean_context,relative_return,0,1,60,2024-10-02T00:00:00,0.000493864412419498,-0.03488093614578247,0.035374801605939865,0.035374801605939865,0.0012513765886596057
mean_context,relative_return,0,2,61,2024-10-03T00:00:00,0.0009879728313535452,-0.06728154420852661,0.0682695135474205,0.0682695135474205,0.004660726480001431
mean_context,relative_return,0,3,62,2024-10-04T00:00:00,0.0014823251403868198,-0.030772745609283447,0.03225507214665413,0.03225507214665413,0.001040389679185863
mean_context,relative_return,0,4,63,2024-10-07T00:00:00,0.0019769216887652874,-0.06662267446517944,0.06859959661960602,0.06859959661960602,0.004705904656372661
mean_context,relative_return,0,5,64,2024-10-08T00:00:00,0.002471762476488948,-0.05239897966384888,0.05487074330449104,0.05487074330449104,0.0030107984707873486
mean_context,relative_return,1,1,65,2024-10-09T00:00:00,-7.083256059559062e-05,-0.014110445976257324,0.01403961330652237,0.01403961330652237,0.00019711074179667998
mean_context,relative_return,1,2,66,2024-10-10T00:00:00,-0.00014166010078042746,-0.023435592651367188,0.023293932899832726,0.023293932899832726,0.0005426073099419094
mean_context,relative_return,1,3,67,2024-10-11T00:00:00,-0.00021248262783046812,-0.10920244455337524,0.10898996144533157,0.10898996144533157,0.011878811695854863
