model,n_stocks,mean_delta_rmse,median_delta_rmse,relative_rmse_improvement_pct,rmse_ci_low,rmse_ci_high,rmse_wilcoxon_statistic,rmse_p_value,rmse_holm_p_value,rmse_rank_biserial,rmse_wilcoxon_n,rmse_stock_wins,rmse_stock_losses,rmse_stock_ties,rmse_run_wins,rmse_run_total
Shared-target JEPA--MAE,5,-0.0019431229158301296,-0.0008562299866804573,2.9366848911538925,-0.004110207575516018,9.528733089162975e-05,3.0,0.3125,0.3125,-0.6,5,3,2,0,11,15
GRU,5,-0.0018734751892606702,-0.0015972813777048202,4.371496021653014,-0.0027297869554677445,-0.0011452745965246098,0.0,0.0625,0.125,-1.0,5,5,0,0,15,15
