config_signature,strategy,forecast_target,normalization,feature_transform,forecast_horizon,checkpoint_selection,encoder_weight_source,fine_tune_encoder,trend_weight,test_start,test_end,run_rows,source_files
8cc2dfd62ac48cad,local_long,value,window_return,raw,5,fixed_pretraining_epoch_2000,ema,True,0.001,2025-04-01T00:00:00,2025-12-31T00:00:00,45,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/local_long/AVGO/seed_42/last_model_comparison_20260825_101014.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_2/local_long/AVGO/seed_46/last_model_comparison_20260825_101435.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_2/local_long/AVGO/seed_50/last_model_comparison_20260825_101855.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_2/local_long/COST/seed_42/last_model_comparison_20260825_102317.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_2/local_long/COST/seed_46/last_model_comparison_20260825_102736.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_2/local_long/COST/seed_50/last_model_comparison_20260825_103155.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_2/local_long/NVDA/seed_42/last_model_comparison_20260825_095716.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_2/local_long/NVDA/seed_46/last_model_comparison_20260825_100135.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_2/local_long/NVDA/seed_50/last_model_comparison_20260825_100558.csv
8cc2dfd62ac48cad,random,value,window_return,raw,5,fixed_pretraining_epoch_2000,ema,True,0.001,2025-04-01T00:00:00,2025-12-31T00:00:00,45,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/AVGO/seed_42/last_model_comparison_20260825_101018.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/AVGO/seed_46/last_model_comparison_20260825_101437.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/AVGO/seed_50/last_model_comparison_20260825_101859.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/COST/seed_42/last_model_comparison_20260825_102318.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/COST/seed_46/last_model_comparison_20260825_102738.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/COST/seed_50/last_model_comparison_20260825_103158.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/NVDA/seed_42/last_model_comparison_20260825_095719.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/NVDA/seed_46/last_model_comparison_20260825_100140.csv;results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/NVDA/seed_50/last_model_comparison_20260825_100557.csv
