stock,seed,model,strategy,test_signature,model_mse,naive_mse,delta_mse,relative_mse_improvement_pct,model_mae,naive_mae,delta_mae,relative_mae_improvement_pct,model_source_file,naive_source_file
NVDA,42,Shared-target JEPA--MAE,random,09153d935a7c9a4488bb,0.0031662692096204007,0.0019788274472474546,0.001187441762372946,-60.00734243021924,0.045308710698430475,0.03576570404203314,0.009543006656397332,-26.68200420487193,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/NVDA/seed_42/last_model_comparison_20260825_095719.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/NVDA/seed_42/last_model_comparison_20260825_095719.csv
NVDA,46,Shared-target JEPA--MAE,random,09153d935a7c9a4488bb,0.0026525637582008477,0.0019788274472474546,0.0006737363109533931,-34.047249136884524,0.03992008389414926,0.03576570404203314,0.0041543798521161135,-11.615540539153757,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/NVDA/seed_46/last_model_comparison_20260825_100140.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/NVDA/seed_46/last_model_comparison_20260825_100140.csv
NVDA,50,Shared-target JEPA--MAE,random,09153d935a7c9a4488bb,0.002635850344861156,0.0019788274472474546,0.0006570228976137014,-33.202637174232606,0.04168469064231766,0.03576570404203314,0.005918986600284518,-16.54933618342396,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/NVDA/seed_50/last_model_comparison_20260825_100557.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/NVDA/seed_50/last_model_comparison_20260825_100557.csv
AVGO,42,Shared-target JEPA--MAE,random,0574650739836f4c963d,0.0040234482460691275,0.00301088671668516,0.0010125615293839676,-33.630010846065595,0.04820342100666542,0.03984621198553788,0.008357209021127542,-20.973659990969225,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/AVGO/seed_42/last_model_comparison_20260825_101018.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/AVGO/seed_42/last_model_comparison_20260825_101018.csv
AVGO,46,Shared-target JEPA--MAE,random,0574650739836f4c963d,0.0067339408661492225,0.00301088671668516,0.0037230541494640626,-123.65307963372877,0.061713379817573646,0.03984621198553788,0.021867167832035767,-54.878912555031384,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/AVGO/seed_46/last_model_comparison_20260825_101437.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/AVGO/seed_46/last_model_comparison_20260825_101437.csv
AVGO,50,Shared-target JEPA--MAE,random,0574650739836f4c963d,0.004189085159877615,0.00301088671668516,0.001178198443192455,-39.13127772836283,0.049226170273399664,0.03984621198553788,0.009379958287861784,-23.540401509850483,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/AVGO/seed_50/last_model_comparison_20260825_101859.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/AVGO/seed_50/last_model_comparison_20260825_101859.csv
COST,42,Shared-target JEPA--MAE,random,334d0ea0f0e53790e465,0.0005269459505048866,0.0004076389606742177,0.00011930698983066894,-29.267808364867822,0.018199681055940383,0.014902843613373599,0.003296837442566784,-22.122203843085686,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/COST/seed_42/last_model_comparison_20260825_102318.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/COST/seed_42/last_model_comparison_20260825_102318.csv
COST,46,Shared-target JEPA--MAE,random,334d0ea0f0e53790e465,0.00047858224420154106,0.0004076389606742177,7.094328352732338e-05,-17.40346001520222,0.016804779548271497,0.014902843613373599,0.0019019359348978974,-12.762235075667888,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/COST/seed_46/last_model_comparison_20260825_102738.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/COST/seed_46/last_model_comparison_20260825_102738.csv
COST,50,Shared-target JEPA--MAE,random,334d0ea0f0e53790e465,0.0006060234286186377,0.0004076389606742177,0.00019838446794442,-48.666709290078764,0.01873366080077462,0.014902843613373599,0.0038308171874010203,-25.705276702785095,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/COST/seed_50/last_model_comparison_20260825_103158.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/random/COST/seed_50/last_model_comparison_20260825_103158.csv
NVDA,42,Local-MAE/Long-JEPA,local_long,09153d935a7c9a4488bb,0.003770422453767574,0.0019788274472474546,0.0017915950065201195,-90.53821287006225,0.04997375790568951,0.03576570404203314,0.014208053863656367,-39.72535769730284,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/local_long/NVDA/seed_42/last_model_comparison_20260825_095716.csv,results/top10_with_sentiment_jepa_lam_1_mae_lam_2/local_long/NVDA/seed_42/last_model_comparison_20260825_095716.csv
