model,n_stocks,mean_delta_rmse,median_delta_rmse,relative_rmse_improvement_pct,rmse_ci_low,rmse_ci_high,rmse_wilcoxon_statistic,rmse_p_value,rmse_holm_p_value,rmse_rank_biserial,rmse_wilcoxon_n,rmse_stock_wins,rmse_stock_losses,rmse_stock_ties,rmse_run_wins,rmse_run_total
Local-MAE/Long-JEPA,5,-0.001996063826303688,-0.0005027288622214595,2.01722034590649,-0.0055350329263443914,0.000589444500322364,3.0,0.3125,0.3125,-0.6,5,4,1,0,10,15
GRU,5,-0.0018734751892606702,-0.0015972813777048202,4.371496021653014,-0.0027297869554677445,-0.0011452745965246098,0.0,0.0625,0.125,-1.0,5,5,0,0,15,15
