stock,model,n_paired_seeds,delta_mse,relative_mse_improvement_pct,delta_mae,relative_mae_improvement_pct
NVDA,GRU,3,0.0008742071622155585,-42.04788246812905,0.0071048378405210305,-20.98926927292747
NVDA,Shared-target JEPA--MAE,3,0.002199598819710991,-105.79697427077095,0.016578955280088018,-48.9779168009936
