model,n_stocks,mean_delta_mse,median_delta_mse,relative_mse_improvement_pct,mse_ci_low,mse_ci_high,mse_wilcoxon_statistic,mse_p_value,mse_holm_p_value,mse_rank_biserial,mse_wilcoxon_n,mse_stock_wins,mse_stock_losses,mse_stock_ties,mse_run_wins,mse_run_total,mean_delta_mae,median_delta_mae,relative_mae_improvement_pct,mae_ci_low,mae_ci_high,mae_wilcoxon_statistic,mae_p_value,mae_holm_p_value,mae_rank_biserial,mae_wilcoxon_n,mae_stock_wins,mae_stock_losses,mae_stock_ties,mae_run_wins,mae_run_total
Shared-target JEPA--MAE,5,0.5888744848703246,0.11406716116335511,-1294.8501393406086,0.06293060123169765,1.2416168682503972,0.0,0.0625,0.1875,1.0,5,0,5,0,0,25,0.3765675132651078,0.1921250495157744,-262.9712893017015,0.1383432658095109,0.6834722316139622,0.0,0.0625,0.1875,1.0,5,0,5,0,0,25
Local-MAE/Long-JEPA,5,0.44798751116673124,0.037667874250585896,-820.4884021076892,0.017493094333249533,1.0527311432050697,0.0,0.0625,0.1875,1.0,5,0,5,0,0,25,0.28863911309995144,0.0988357956785905,-177.68801882242755,0.05693372959839671,0.5958043485691672,0.0,0.0625,0.1875,1.0,5,0,5,0,0,25
GRU,5,0.9301378478537783,0.06587742795916483,-1860.6322239932083,0.054138513138526044,2.051983775796372,0.0,0.0625,0.1875,1.0,5,0,5,0,0,25,0.4830891134111505,0.1784861953634965,-313.6238382308899,0.1329198173221789,0.9347837555784928,0.0,0.0625,0.1875,1.0,5,0,5,0,0,25
