stock,method,relative_mse_improvement_pct,relative_mae_improvement_pct,n_paired_seeds
NVDA,Drift,-2.4971732653530823,-3.3848849544278856,1
NVDA,GRU,-50.02439879035849,-24.275440939622552,1
NVDA,Local-MAE/Long-JEPA,-83.68587459825838,-15.390034541730822,1
NVDA,Mean-context,-3431.9887882420644,-453.78998763518877,1
NVDA,Shared-target JEPA--MAE,-17.845369186248345,-8.979641293629497,1
NVDA,Naive-last,0.0,0.0,1
