stock,model,n_paired_seeds,delta_rmse,relative_rmse_improvement_pct
AAPL,GRU,3,-0.0008894797804295829,4.0030156369553
AAPL,Local-MAE/Long-JEPA,3,-0.0008997230831065788,4.049114605916996
AVGO,GRU,3,-0.00307914429298795,4.278580090397849
AVGO,Local-MAE/Long-JEPA,3,-0.004665266503816943,6.482553099277335
NVDA,GRU,3,-0.0037712728780964883,6.5475723542491515
NVDA,Local-MAE/Long-JEPA,3,-0.0028924569005631118,5.0217980639850355
TSLA,GRU,3,-0.0025928965668541256,2.958732903597678
TSLA,Local-MAE/Long-JEPA,3,-0.0044024652826467935,5.023616851989274
WMT,GRU,3,-0.002783839329527046,15.23933100279625
WMT,Local-MAE/Long-JEPA,3,-0.0011583204998816047,6.340893785712532
