dataset,model,seed,sample_index,mse,rmse
MNIST_ROWS,JEPA-only,7,24,0.011744663934033193,0.10837280071140172
MNIST_ROWS,JEPA-only,7,25,0.005179738054196143,0.0719703970684902
MNIST_ROWS,JEPA-only,7,26,0.04299481341630295,0.20735190719234523
MNIST_ROWS,JEPA-only,7,27,0.055022734729667996,0.23456925358978314
MNIST_ROWS,JEPA-only,7,28,0.018078972157743674,0.13445806839957086
MNIST_ROWS,JEPA-only,7,29,0.022607279670019634,0.15035717365666207
MNIST_ROWS,JEPA-only,7,30,0.0026284319365083714,0.051268235160851515
MNIST_ROWS,JEPA-only,7,31,0.022489886585485033,0.149966284829241
MNIST_ROWS,JEPA-only,7,32,0.0109909654328025,0.10483780536048291
MNIST_ROWS,JEPA-only,7,33,0.01420465514711887,0.11918328384097691
MNIST_ROWS,JEPA-only,7,34,0.017674061656223816,0.1329438289512673
MNIST_ROWS,JEPA-only,7,35,0.024806127930948035,0.15749961247872338
MNIST_ROWS,JEPA-only,7,36,0.021756123309298023,0.1474995705393681
MNIST_ROWS,JEPA-only,7,37,0.004144016604100242,0.06437403672366866
MNIST_ROWS,JEPA-only,7,38,0.07426082180623512,0.27250838850618
MNIST_ROWS,JEPA-only,7,39,0.05036509599711688,0.22442169234973006
MNIST_ROWS,JEPA-only,7,40,0.05809863480159944,0.24103658394857708
MNIST_ROWS,JEPA-only,7,41,0.026952830828268555,0.16417317329048786
MNIST_ROWS,JEPA-only,7,42,0.011436287524897566,0.10694057941164134
MNIST_ROWS,JEPA-only,7,43,0.013852874993695356,0.11769823700334409
MNIST_ROWS,JEPA-only,7,44,0.029179891990693287,0.17082122816176357
MNIST_ROWS,JEPA-only,7,45,0.026791811270676924,0.16368204321389968
MNIST_ROWS,JEPA-only,7,46,0.02615172247289944,0.1617149420211362
MNIST_ROWS,JEPA-only,7,47,0.011962779929726674,0.10937449396329417
MNIST_ROWS,JEPA-only,7,48,0.021831945767736016,0.14775637301902078
MNIST_ROWS,JEPA-only,7,49,0.014553011414721994,0.12063586288795713
MNIST_ROWS,JEPA-only,7,50,0.035300326568036715,0.18788381135168808
MNIST_ROWS,JEPA-only,7,51,0.0402460882799927,0.20061427735829945
MNIST_ROWS,JEPA-only,7,52,0.05146667799452761,0.2268626853286534
MNIST_ROWS,JEPA-only,7,53,0.01970223614321034,0.14036465418049637
MNIST_ROWS,JEPA-only,7,54,0.007746353319925751,0.0880133701202593
MNIST_ROWS,JEPA-only,7,55,0.003342144306297302,0.05781128182541278
MNIST_ROWS,JEPA-only,7,56,0.010810090289642407,0.1039715840489237
MNIST_ROWS,JEPA-only,7,57,0.010649653624140238,0.10319715899258196
MNIST_ROWS,JEPA-only,7,58,0.025173920265587582,0.15866291395782312
MNIST_ROWS,JEPA-only,7,59,0.015510839711079406,0.1245425216987331
MNIST_ROWS,JEPA-only,7,60,0.017933149209903392,0.13391470871380556
MNIST_ROWS,JEPA-only,7,61,0.02545439847528878,0.1595443464222057
MNIST_ROWS,JEPA-only,7,62,0.021395682845165347,0.14627263190756276
MNIST_ROWS,JEPA-only,7,63,0.008000340204502429,0.08944462088075743
MNIST_ROWS,JEPA-only,7,64,0.01719312252978641,0.1311225477550921
MNIST_ROWS,JEPA-only,7,65,0.03738583928394998,0.19335418093216908
MNIST_ROWS,JEPA-only,7,66,0.008464478134093052,0.09200259851815627
MNIST_ROWS,JEPA-only,7,67,0.05151546295243326,0.22697018075604836
MNIST_ROWS,JEPA-only,7,68,0.055581779309010246,0.2357578828141495
MNIST_ROWS,JEPA-only,7,69,0.001858894172432198,0.043114895018220765
MNIST_ROWS,JEPA-only,7,70,0.00714653086906736,0.08453715673635682
MNIST_ROWS,JEPA-only,7,71,0.01971707193181106,0.14041749154507446
MNIST_ROWS,JEPA-only,7,72,0.01699057073411409,0.13034788350454368
MNIST_ROWS,JEPA-only,7,73,0.005770327156740074,0.07596266949456208
MNIST_ROWS,JEPA-only,7,74,0.027788761291066735,0.1666996139499631
MNIST_ROWS,JEPA-only,7,75,0.035779089998849704,0.1891536148183526
MNIST_ROWS,JEPA-only,7,76,0.0235622601399826,0.15350003302925572
MNIST_ROWS,JEPA-only,7,77,0.014075790214405944,0.11864143548695769
MNIST_ROWS,JEPA-only,7,78,0.05236842631916044,0.2288414873207226
MNIST_ROWS,JEPA-only,7,79,0.020183653253548248,0.14206918474302668
MNIST_ROWS,JEPA-only,7,80,0.024177094070462094,0.1554898519854659
MNIST_ROWS,JEPA-only,7,81,0.011608766407898699,0.1077439854836394
MNIST_ROWS,JEPA-only,7,82,0.008985056745854685,0.09478953922166035
MNIST_ROWS,JEPA-only,7,83,0.016296531239556836,0.12765786791090017
MNIST_ROWS,JEPA-only,7,84,0.022409694323509446,0.1496986784294018
MNIST_ROWS,JEPA-only,7,85,0.020410392271371897,0.14286494416536163
MNIST_ROWS,JEPA-only,7,86,0.010336932791228872,0.10167070763611745
MNIST_ROWS,JEPA-only,7,87,0.04514149898966595,0.21246528890542557
MNIST_ROWS,JEPA-only,7,88,0.026085485308835876,0.16151001612542756
MNIST_ROWS,JEPA-only,7,89,0.023844295701133736,0.15441598266090767
MNIST_ROWS,JEPA-only,7,90,0.03361604714530125,0.18334679475055257
MNIST_ROWS,JEPA-only,7,91,0.02072220618058179,0.14395209682592952
MNIST_ROWS,JEPA-only,7,92,0.04389796914106245,0.20951842196108306
MNIST_ROWS,JEPA-only,7,93,0.03357253167634054,0.18322808648332423
MNIST_ROWS,JEPA-only,7,94,0.02302611300516823,0.1517435764873368
MNIST_ROWS,JEPA-only,7,95,0.037103248522469885,0.19262203540215717
MNIST_ROWS,JEPA-only,7,96,0.041695449866671105,0.20419463721329978
MNIST_ROWS,JEPA-only,7,97,0.020695683025565768,0.14385994239386365
MNIST_ROWS,JEPA-only,7,98,0.044651779303286315,0.21130967631248293
MNIST_ROWS,JEPA-only,7,99,0.014184658195388807,0.11909936269933943
MNIST_ROWS,JEPA-only,7,100,0.006541455828680888,0.08087926698901819
MNIST_ROWS,JEPA-only,7,101,0.013867885380832123,0.11776198614507197
MNIST_ROWS,JEPA-only,7,102,0.004613832137617351,0.06792519516068651
MNIST_ROWS,JEPA-only,7,103,0.020260862825935796,0.14234065767002693
MNIST_ROWS,JEPA-only,7,104,0.006317949147766534,0.07948552791399535
MNIST_ROWS,JEPA-only,7,105,0.008772433403703192,0.09366126949653839
MNIST_ROWS,JEPA-only,7,106,0.008697616807832433,0.09326101440490787
MNIST_ROWS,JEPA-only,7,107,0.002764635986273905,0.052579805879005535
MNIST_ROWS,JEPA-only,7,108,0.011334378766478876,0.10646303943847778
MNIST_ROWS,JEPA-only,7,109,0.0244719904060335,0.15643525947187706
MNIST_ROWS,JEPA-only,7,110,0.005237955246716306,0.07237371930967972
MNIST_ROWS,JEPA-only,7,111,0.013637327928248224,0.11677897040241546
MNIST_ROWS,JEPA-only,7,112,0.016850392634506016,0.12980906222027033
MNIST_ROWS,JEPA-only,7,113,0.028707070944661205,0.16943161140903196
MNIST_ROWS,JEPA-only,7,114,0.014577311320254178,0.12073653680743944
MNIST_ROWS,JEPA-only,7,115,0.03855055189147299,0.19634294459305887
MNIST_ROWS,JEPA-only,7,116,0.03236012700888367,0.17988920759424026
MNIST_ROWS,JEPA-only,7,117,0.02550980097840926,0.15971787933230663
MNIST_ROWS,JEPA-only,7,118,0.022106356892693937,0.14868206647976728
MNIST_ROWS,JEPA-only,7,119,0.008050665373845642,0.08972550013148795
MNIST_ROWS,JEPA-only,7,120,0.0217329556712173,0.14742101502573268
MNIST_ROWS,JEPA-only,7,121,0.0017572049476695384,0.0419190284676248
MNIST_ROWS,JEPA-only,7,122,0.05291649179765798,0.23003584894024232
MNIST_ROWS,JEPA-only,7,123,0.008354962444693057,0.09140548366861288
MNIST_ROWS,JEPA-only,7,124,0.02006648544998049,0.14165622277182352
MNIST_ROWS,JEPA-only,7,125,0.026929690750218192,0.16410268355580962
MNIST_ROWS,JEPA-only,7,126,0.007328222553171686,0.08560503812960828
MNIST_ROWS,JEPA-only,7,127,0.010970772441899082,0.10474145522141212
MNIST_ROWS,MAE-only,7,0,0.004670416624629182,0.06834044647665964
MNIST_ROWS,MAE-only,7,1,0.007886071353733856,0.08880355484851862
MNIST_ROWS,MAE-only,7,2,0.007577614337251307,0.0870494936070929
MNIST_ROWS,MAE-only,7,3,0.022311563686728424,0.14937055829958065
MNIST_ROWS,MAE-only,7,4,0.008970767220640342,0.09471413421786815
MNIST_ROWS,MAE-only,7,5,0.006861396623701563,0.08283354769476896
MNIST_ROWS,MAE-only,7,6,0.007923316197053349,0.08901301139189342
MNIST_ROWS,MAE-only,7,7,0.0023969121591640814,0.0489582695687264
MNIST_ROWS,MAE-only,7,8,0.012255963659227896,0.1107066558939791
MNIST_ROWS,MAE-only,7,9,0.009298824178165216,0.09643041106500178
MNIST_ROWS,MAE-only,7,10,0.010920738172148392,0.10450233572580277
MNIST_ROWS,MAE-only,7,11,0.005788732283115321,0.07608371890960194
MNIST_ROWS,MAE-only,7,12,0.0030436603281924126,0.055169378537304664
MNIST_ROWS,MAE-only,7,13,0.012071093426759083,0.10986852791750276
MNIST_ROWS,MAE-only,7,14,0.0019383604971336273,0.044026815659704795
MNIST_ROWS,MAE-only,7,15,0.005515933693343543,0.07426933211860426
MNIST_ROWS,MAE-only,7,16,0.011030451007332551,0.10502595397011422
MNIST_ROWS,MAE-only,7,17,0.004053686928805015,0.06366857096562648
MNIST_ROWS,MAE-only,7,18,0.014410949199086488,0.12004561299392197
MNIST_ROWS,MAE-only,7,19,0.01759164066528219,0.13263348244422368
MNIST_ROWS,MAE-only,7,20,0.022663360518987492,0.15054355024041213
MNIST_ROWS,MAE-only,7,21,0.003363977022173943,0.05799980191495436
MNIST_ROWS,MAE-only,7,22,0.013547267334184085,0.11639272887162705
MNIST_ROWS,MAE-only,7,23,0.021083722969854567,0.14520235180552196
MNIST_ROWS,MAE-only,7,24,0.0032142830837426565,0.05669464775217019
MNIST_ROWS,MAE-only,7,25,0.004701568134688479,0.06856798184786014
MNIST_ROWS,MAE-only,7,26,0.018126197761492678,0.13463356847938288
MNIST_ROWS,MAE-only,7,27,0.016150131325769736,0.1270831669646682
MNIST_ROWS,MAE-only,7,28,0.008788306606927495,0.09374596848359665
MNIST_ROWS,MAE-only,7,29,0.014906354261640083,0.12209158145277701
MNIST_ROWS,MAE-only,7,30,0.0026472480885941702,0.051451414835689116
MNIST_ROWS,MAE-only,7,31,0.013955657278662697,0.11813406485287255
MNIST_ROWS,MAE-only,7,32,0.004636381139349053,0.0680909769304939
MNIST_ROWS,MAE-only,7,33,0.014002592604323651,0.118332550907701
MNIST_ROWS,MAE-only,7,34,0.009242148278831071,0.09613609248784283
MNIST_ROWS,MAE-only,7,35,0.013043922770594827,0.11420999417999647
MNIST_ROWS,MAE-only,7,36,0.007442835382007814,0.0862718690072715
MNIST_ROWS,MAE-only,7,37,0.0054158182155314115,0.07359224290325314
MNIST_ROWS,MAE-only,7,38,0.018703191908442836,0.13675961358691693
MNIST_ROWS,MAE-only,7,39,0.031729331343495315,0.1781272897214105
MNIST_ROWS,MAE-only,7,40,0.042403764316530305,0.20592174318544
MNIST_ROWS,MAE-only,7,41,0.02012616994343426,0.14186673303997052
MNIST_ROWS,MAE-only,7,42,0.006754521659202922,0.08218589696050607
MNIST_ROWS,MAE-only,7,43,0.006606067966710585,0.08127772121996646
MNIST_ROWS,MAE-only,7,44,0.015907032771976335,0.12612308580103934
MNIST_ROWS,MAE-only,7,45,0.01079137498974799,0.1038815430658786
MNIST_ROWS,MAE-only,7,46,0.015910821152272193,0.1261381034908651
MNIST_ROWS,MAE-only,7,47,0.006274901693751349,0.07921427708280465
MNIST_ROWS,MAE-only,7,48,0.019855758992900936,0.1409104644549188
MNIST_ROWS,MAE-only,7,49,0.013232389973823254,0.1150321258337133
MNIST_ROWS,MAE-only,7,50,0.02598596853573093,0.16120163937048199
MNIST_ROWS,MAE-only,7,51,0.013355752813528693,0.11556709226042114
MNIST_ROWS,MAE-only,7,52,0.029838718785528486,0.17273887456368495
MNIST_ROWS,MAE-only,7,53,0.009135814981401699,0.09558145730946824
MNIST_ROWS,MAE-only,7,54,0.0028523939853646626,0.05340780828085592
MNIST_ROWS,MAE-only,7,55,0.0025151110836600593,0.05015088317926275
MNIST_ROWS,MAE-only,7,56,0.005579540508823428,0.07469632192299315
MNIST_ROWS,MAE-only,7,57,0.004502643154622323,0.06710173734429178
MNIST_ROWS,MAE-only,7,58,0.018391413119675157,0.1356149443080487
MNIST_ROWS,MAE-only,7,59,0.0035638217335509518,0.05969775317003942
MNIST_ROWS,MAE-only,7,60,0.01190466429814171,0.10910849782735399
MNIST_ROWS,MAE-only,7,61,0.016353489645387524,0.12788076339069737
MNIST_ROWS,MAE-only,7,62,0.029818561116539022,0.17268051747820026
MNIST_ROWS,MAE-only,7,63,0.006075720761870107,0.07794690989301697
MNIST_ROWS,MAE-only,7,64,0.004326234236034969,0.06577411524327005
MNIST_ROWS,MAE-only,7,65,0.02333962852389972,0.15277312762360964
MNIST_ROWS,MAE-only,7,66,0.002687651671119354,0.051842566208853455
MNIST_ROWS,MAE-only,7,67,0.028807167236421002,0.16972674284396375
MNIST_ROWS,MAE-only,7,68,0.030255680521547017,0.1739416008939409
MNIST_ROWS,MAE-only,7,69,0.00111053260980305,0.03332465468392808
MNIST_ROWS,MAE-only,7,70,0.002940581396851695,0.05422712786836211
MNIST_ROWS,MAE-only,7,71,0.004655812461768276,0.06823351421235957
MNIST_ROWS,MAE-only,7,72,0.012598800843954113,0.11224438001055605
MNIST_ROWS,MAE-only,7,73,0.0030819829928166722,0.055515610352554645
MNIST_ROWS,MAE-only,7,74,0.013903549363392121,0.11791331291839832
MNIST_ROWS,MAE-only,7,75,0.01980898640187141,0.14074440096100238
MNIST_ROWS,MAE-only,7,76,0.01194467808506586,0.10929171096229513
MNIST_ROWS,MAE-only,7,77,0.008709125595945607,0.09332269603877509
MNIST_ROWS,MAE-only,7,78,0.03325810249308526,0.18236804131504308
MNIST_ROWS,MAE-only,7,79,0.00921352582026392,0.09598711278220592
MNIST_ROWS,MAE-only,7,80,0.011773790588571965,0.1085070992542514
MNIST_ROWS,MAE-only,7,81,0.009561965187700262,0.09778530149107412
MNIST_ROWS,MAE-only,7,82,0.005570278442985575,0.07463429803371621
MNIST_ROWS,MAE-only,7,83,0.005795297927368556,0.07612685418016796
MNIST_ROWS,MAE-only,7,84,0.008183918622526425,0.09046501325112612
MNIST_ROWS,MAE-only,7,85,0.011186225280306607,0.10576495298683117
MNIST_ROWS,MAE-only,7,86,0.0059222948542220575,0.0769564477754922
MNIST_ROWS,MAE-only,7,87,0.029298132388977337,0.1711669722492553
MNIST_ROWS,MAE-only,7,88,0.012778454329957641,0.1130418255777818
MNIST_ROWS,MAE-only,7,89,0.019331312267435105,0.13903708953885327
MNIST_ROWS,MAE-only,7,90,0.018240009596551785,0.13505557965723514
MNIST_ROWS,MAE-only,7,91,0.008038500304879292,0.08965768402585075
MNIST_ROWS,MAE-only,7,92,0.019603034714384047,0.1400108378461612
MNIST_ROWS,MAE-only,7,93,0.010616028720425911,0.10303411435260611
MNIST_ROWS,MAE-only,7,94,0.028204743347413214,0.16794267875502408
MNIST_ROWS,MAE-only,7,95,0.021467580083989055,0.14651819028362675
MNIST_ROWS,MAE-only,7,96,0.019465076619657042,0.13951729863947712
