Date,Close,High,Low,Open,Volume
1/3/2000,-0.9446551945934952,-0.9423330438959142,-0.944155334602724,-0.9414992171097526,-0.36392196850854264
1/4/2000,-0.9507615709862502,-0.9475126148075528,-0.9497369413310622,-0.9468764904256783,-0.11770691340197074
1/5/2000,-0.9446551945934952,-0.9450667534038242,-0.9488556948809466,-0.9497832320842365,-0.5657196083286283
1/6/2000,-0.9452367434540637,-0.9462177679726745,-0.9469461473259625,-0.9448418776010045,-0.7920839173442026
1/7/2000,-0.9452367434540637,-0.9459300099573373,-0.9459179523327043,-0.9452778691131992,-0.91513660858232
1/10/2000,-0.9433466708680387,-0.9437718431896105,-0.9435677990187091,-0.9442605707346501,-0.9216072937722033
1/11/2000,-0.9376763695351532,-0.9361462274012259,-0.9406300366393576,-0.9413538650154043,0.04208610899904273
1/12/2000,-0.9417473309374114,-0.9390238034911842,-0.9409238049752031,-0.9378658572350604,-0.08480512430086982
1/13/2000,-0.9402933692397618,-0.9403186606828108,-0.9425395009239198,-0.9420804748473671,-0.7573176935273727
1/14/2000,-0.9372401631291313,-0.9370094788506955,-0.9379860608839788,-0.9384471731613252,-0.40965545535907294
1/18/2000,-0.9388395030847961,-0.9375850180973344,-0.9387205063354148,-0.9381565290633594,-0.31709175535464235
1/19/2000,-0.9337507864159478,-0.9332686467027625,-0.9354890071375165,-0.9358311927038269,-0.05069693626606187
1/20/2000,-0.9366585784650939,-0.9335563632167757,-0.9359296342453232,-0.9323431474324733,-0.7630206703048968
1/21/2000,-0.9386941367445786,-0.9377289227614932,-0.9376923456671755,-0.9362672197799233,-0.055303186740216004
1/24/2000,-0.9410203918759921,-0.9407503798288842,-0.9406300603911579,-0.9407725547953815,-0.6765986375993384
1/25/2000,-0.9429104644620169,-0.9410381103170745,-0.9423926684079419,-0.9409178519296112,-0.9384968788441017
1/26/2000,-0.9414565743963428,-0.9419014106266104,-0.9479743724958957,-0.9489112266603452,0.30398435024380605
1/27/2000,-0.9466906215518649,-0.9444911811047877,-0.9473867773932589,-0.9445511720107748,-0.5984020521690552
1/28/2000,-0.9475629746998061,-0.9482320397392373,-0.948268098488276,-0.9468765113735924,-0.9751275373766608
1/31/2000,-0.9507615709862502,-0.9501024382835401,-0.9495900460334357,-0.9492018270104573,-0.8282758853554136
2/1/2000,-0.947999157220157,-0.947944298027107,-0.9500307505179804,-0.9505098562068315,-0.6440258663892485
2/2/2000,-0.9462544628921475,-0.9447789647394497,-0.9478274522323192,-0.9477485340914009,-0.698642836297076
2/3/2000,-0.9452367434540637,-0.9462177679726745,-0.9469461473259625,-0.9461498698819985,-0.9178784243407452
2/4/2000,-0.947999157220157,-0.9462177496377611,-0.946799251775388,-0.9448418590807459,0.24903836244496752
2/7/2000,-0.9513432153644648,-0.9490953726304097,-0.9513527597318184,-0.9477485715824105,-0.5776739250353616
