model,n_stocks,mean_delta_mse,median_delta_mse,relative_mse_improvement_pct,mse_ci_low,mse_ci_high,mse_wilcoxon_statistic,mse_p_value,mse_holm_p_value,mse_rank_biserial,mse_wilcoxon_n,mse_stock_wins,mse_stock_losses,mse_stock_ties,mse_run_wins,mse_run_total,mean_delta_mae,median_delta_mae,relative_mae_improvement_pct,mae_ci_low,mae_ci_high,mae_wilcoxon_statistic,mae_p_value,mae_holm_p_value,mae_rank_biserial,mae_wilcoxon_n,mae_stock_wins,mae_stock_losses,mae_stock_ties,mae_run_wins,mae_run_total
Shared-target JEPA--MAE,5,0.6992518303704006,0.18917687289157484,-1663.676698978473,0.09327741723875344,1.4304357591218968,0.0,0.0625,0.1875,1.0,5,0,5,0,0,25,0.43409495085164124,0.33074731914620653,-319.9740379622518,0.1720348637480485,0.7468923122506392,0.0,0.0625,0.1875,1.0,5,0,5,0,0,25
Local-MAE/Long-JEPA,5,0.4527751789831638,0.07635901939369978,-832.0716621989089,0.036148062876813436,1.1208567991028562,0.0,0.0625,0.1875,1.0,5,0,5,0,0,25,0.30613678593384586,0.19167997975098458,-203.78752130471875,0.09407107802441246,0.6067018516189172,0.0,0.0625,0.1875,1.0,5,0,5,0,0,25
GRU,5,0.8802183900780397,0.09050675790282128,-1730.3279213182254,0.06850765021137324,2.003331994426295,0.0,0.0625,0.1875,1.0,5,0,5,0,0,25,0.48199202444678857,0.18085768900419535,-319.70335276184426,0.1615863686109844,0.9202106578977485,0.0,0.0625,0.1875,1.0,5,0,5,0,0,25
