stock,method,mse_mean,mse_std,mae_mean,mae_std,direction_accuracy_mean,direction_accuracy_std,n_valid_seeds,n_direction_seeds
AAPL,Shared-target JEPA--MAE,0.002519576430880958,0.0004755502220901523,0.03358937918184026,0.0024819914532712454,0.5042105263157894,0.016809178339654028,5,5
AAPL,GRU,0.0012401598418040204,4.995816051042557e-05,0.0230514306816468,0.0005070591337877587,0.45999999999999996,0.02540530186557299,5,5
AAPL,Naive-last,0.0011798756895860015,0.0,0.021244387563906172,0.0,0.0,0.0,5,5
AAPL,Drift,0.05620817163830973,0.0,0.14576658086275288,0.0,0.5421052631578948,0.0,5,5
AAPL,Mean-context,658019.0020610637,0.0,171.61629470876957,0.0,0.45789473684210524,0.0,5,5
AVGO,Shared-target JEPA--MAE,0.005574755589599712,0.002270676134850129,0.05479372039535324,0.010441504656838168,0.503157894736842,0.023121981722619755,5,5
AVGO,GRU,0.003078764757010407,0.00023029600472710638,0.03955319257673656,0.001448237916277298,0.5410526315789473,0.03144709315008346,5,5
AVGO,Naive-last,0.002836211787960418,0.0,0.03605036139488216,0.0,0.0,0.0,5,5
AVGO,Drift,0.2853025294792333,0.0,0.1691347561727621,0.0,0.5789473684210527,0.0,5,5
AVGO,Mean-context,1.7393031143543663e+38,0.0,2.3438648162614994e+18,0.0,0.531578947368421,0.0,5,5
NVDA,Shared-target JEPA--MAE,0.003033668693723756,0.0005283307809217771,0.040106495811579414,0.004031668360103575,0.5021052631578947,0.014220269564322452,5,5
NVDA,GRU,0.0024132885016276895,0.00023765515027628014,0.036363613528052396,0.001720667087077371,0.508421052631579,0.03214406628337362,5,5
NVDA,Naive-last,0.0020790753562398285,0.0,0.033849857982836226,0.0,0.0,0.0,5,5
NVDA,Drift,0.14102406995797548,0.0,0.1996756514019676,0.0,0.531578947368421,0.0,5,5
NVDA,Mean-context,2010.1002588105298,0.0,15.115213603251856,0.0,0.4947368421052632,0.0,5,5
TSLA,Shared-target JEPA--MAE,0.0041697570534100555,0.000306632673624573,0.04990679991063903,0.0012119057001637639,0.4852631578947369,0.04100537090691043,5,5
TSLA,GRU,0.00515908575316745,0.001551647549888794,0.052099824155141604,0.007880077095725796,0.5242105263157895,0.026473213347282705,5,5
TSLA,Naive-last,0.003348080612708749,0.0,0.041366781372772984,0.0,0.0,0.0,5,5
TSLA,Drift,3.4647716744306125,0.0,0.5056971810041241,0.0,0.5,0.0,5,5
TSLA,Mean-context,413614.39621206356,0.0,149.9901219258183,0.0,0.5473684210526316,0.0,5,5
WMT,Shared-target JEPA--MAE,0.0014625765596476563,0.00017955460288788445,0.028783597464820225,0.0021448513623075634,0.4978947368421053,0.024573931641955267,5,5
WMT,GRU,0.000780127814993452,4.634135735636064e-05,0.02060595366846471,0.0007580224372096997,0.4431578947368421,0.03910352762317201,5,5
WMT,Naive-last,0.0007212958157049027,0.0,0.018834191874453853,0.0,0.005263157894736842,0.0,5,5
WMT,Drift,0.0501872223499951,0.0,0.12380619413360312,0.0,0.4842105263157895,0.0,5,5
WMT,Mean-context,1.6051821722150916e+40,0.0,2.2515949079094444e+19,0.0,0.45789473684210524,0.0,5,5
