model,n_stocks,mean_delta_mse,median_delta_mse,relative_mse_improvement_pct,mse_ci_low,mse_ci_high,mse_wilcoxon_statistic,mse_p_value,mse_holm_p_value,mse_rank_biserial,mse_wilcoxon_n,mse_stock_wins,mse_stock_losses,mse_stock_ties,mse_run_wins,mse_run_total,mean_delta_mae,median_delta_mae,relative_mae_improvement_pct,mae_ci_low,mae_ci_high,mae_wilcoxon_statistic,mae_p_value,mae_holm_p_value,mae_rank_biserial,mae_wilcoxon_n,mae_stock_wins,mae_stock_losses,mae_stock_ties,mae_run_wins,mae_run_total
Shared-target JEPA--MAE,5,0.0013191590130124478,0.0009545933374839278,-76.66581025939692,0.0008161015413544103,0.0020593225780311175,0.0,0.0625,0.125,1.0,5,0,5,0,0,25,0.011166882515076157,0.009949405590366374,-40.41119994082503,0.007908543664716968,0.0152257776364292,0.0,0.0625,0.125,1.0,5,0,5,0,0,25
GRU,5,0.0005013774812806239,0.0002425529690499889,-18.396746628628115,9.615705441262508e-05,0.0011655025437963967,0.0,0.0625,0.125,1.0,5,0,5,0,4,25,0.004065686884238138,0.002513755545216173,-12.200372755720643,0.00193427307374383,0.007494744264594228,0.0,0.0625,0.125,1.0,5,0,5,0,0,25
