epoch,train_loss,rmse_loss,trend_loss,val_rmse,val_trend_acc
0,0.34341825942198434,0.32625946700572966,17.158794562021892,0.19289560616016388,0.4166666666666667
1,0.08982526808977127,0.08565719450513522,4.168073145548503,0.07155980914831161,0.4166666666666667
2,0.05160255158940951,0.049355937043825786,2.2466149012247723,0.05256808176636696,0.4
3,0.038709184154868126,0.03689725175499916,1.8119324366251628,0.02279544807970524,0.6333333333333333
4,0.030915152033170065,0.029586806644996008,1.328345274925232,0.03983057662844658,0.45
5,0.03836615855495135,0.03688307094077269,1.4830875078837076,0.03089469112455845,0.48333333333333334
6,0.034217453002929686,0.03288470034797986,1.3327527165412902,0.04263665899634361,0.4
7,0.03329425814251105,0.03174065661927064,1.553601574897766,0.03799339011311531,0.4666666666666667
8,0.029820123439033827,0.02848169927795728,1.3384240786234538,0.023103175684809685,0.5666666666666667
9,0.028240973005692165,0.02703078674773375,1.210185945034027,0.02334212139248848,0.5833333333333334
10,0.029833643014232317,0.028523642445604007,1.3100003163019815,0.020955480635166168,0.45
11,0.028410906593004864,0.02727319411933422,1.1377122322718303,0.02491612173616886,0.45
12,0.027699820697307587,0.02670254148542881,0.9972791711489359,0.025580957531929016,0.38333333333333336
13,0.026549777512749038,0.02554373616973559,1.006041657924652,0.02066129446029663,0.5333333333333333
14,0.029068973287940024,0.02812030551334222,0.9486678918202718,0.04225849360227585,0.5166666666666667
15,0.029860170806447664,0.028783649702866874,1.0765210032463073,0.029762981459498405,0.5
16,0.03611761319140593,0.03461967209974925,1.4979408264160157,0.03621263429522514,0.5
17,0.02866415592531363,0.02758488096296787,1.0792749285697938,0.026708392426371574,0.45
18,0.02817982484896978,0.027162963151931764,1.016861625512441,0.030850378796458244,0.4666666666666667
19,0.02929738039771716,0.028166455154617628,1.130925222237905,0.03407673165202141,0.43333333333333335
20,0.029007929066816967,0.02772766413788001,1.2802650411923726,0.02663070149719715,0.45
21,0.02934426503876845,0.02817254588007927,1.1717192769050597,0.028049184009432793,0.6
22,0.030244693408409754,0.029077650234103202,1.1670430819193522,0.02635456994175911,0.43333333333333335
23,0.026881361752748488,0.025940021375815074,0.94134042263031,0.03437579795718193,0.4166666666666667
24,0.029954065382480622,0.028894639884432156,1.059425453344981,0.020268496125936508,0.38333333333333336
25,0.028919095546007155,0.02780395808319251,1.1151372989018757,0.02445719949901104,0.38333333333333336
26,0.028187706569830575,0.02710223620136579,1.0854703108469645,0.02267400547862053,0.4166666666666667
27,0.027072949707508086,0.02603158528606097,1.0413642962773642,0.02188122272491455,0.4166666666666667
28,0.02693393553296725,0.026026190693179765,0.9077447295188904,0.027959568426012993,0.6166666666666667
29,0.027343774959445,0.02644938789308071,0.8943871219952901,0.026434937492012978,0.38333333333333336
30,0.02842405214905739,0.027290803442398707,1.1332486589749655,0.024483470246195793,0.4166666666666667
31,0.028662798926234245,0.027523783842722575,1.1390147089958191,0.03470354154706001,0.45
32,0.034258954351147015,0.032959961146116254,1.298993500073751,0.03624173626303673,0.48333333333333334
33,0.03692592730124791,0.03566635549068451,1.2595723549524942,0.036993447691202164,0.4
34,0.027733862648407617,0.026694680874546368,1.039181693394979,0.02519315853714943,0.45
35,0.025600227216879528,0.024720504010717074,0.8797231992085774,0.025082945823669434,0.4666666666666667
36,0.026025733848412832,0.025114561741550762,0.9111724098523458,0.022897908464074135,0.4
37,0.027494904523094495,0.02658564324180285,0.9092613816261291,0.03318193927407265,0.4166666666666667
38,0.025290372098485628,0.024264571877817314,1.0258001327514648,0.029191764071583748,0.5166666666666667
39,0.02711610309779644,0.02621741145849228,0.8986917893091838,0.027664318680763245,0.5833333333333334
40,0.026931626970569292,0.025939397886395453,0.9922287225723266,0.024038612842559814,0.48333333333333334
41,0.027157210807005564,0.026270734642942748,0.8864758968353271,0.040081318467855453,0.4
42,0.02961724412937959,0.028653094172477724,0.9641495267550151,0.03369435295462608,0.36666666666666664
43,0.028392820805311202,0.027408311143517494,0.9845097303390503,0.02651800774037838,0.5
44,0.025064667810996373,0.024179638549685478,0.8850290139516195,0.024461282417178154,0.4
45,0.024842156966527303,0.023988432933886847,0.8537237644195557,0.01977342739701271,0.4666666666666667
46,0.02608286663889885,0.025051778182387352,1.0310884594917298,0.026089483872056007,0.48333333333333334
47,0.02761585849026839,0.026538325722018877,1.0775326848030091,0.027409981936216354,0.4166666666666667
48,0.028485459834337236,0.027387756730119388,1.0977033019065856,0.04200001806020737,0.4
49,0.028694120546181996,0.027523701513806977,1.1704191366831462,0.022083301097154617,0.55
50,0.02439567968249321,0.023517178868254027,0.878500783443451,0.020159220322966576,0.5333333333333333
51,0.027005012209216753,0.026021145035823187,0.9838669578234355,0.03250773623585701,0.4166666666666667
52,0.029464538271228472,0.02824117069443067,1.2233673373858134,0.022510657086968422,0.5166666666666667
53,0.028568994626402854,0.027542974924047788,1.026019243399302,0.03817325085401535,0.45
