model,with_sentiment_mse,without_sentiment_mse,mse_change_pct_with_vs_without,with_sentiment_mae,without_sentiment_mae,mae_change_pct_with_vs_without,with_sentiment_trend_accuracy,without_sentiment_trend_accuracy,trend_change_percentage_points
TS-JEPA,0.0026472583413124084,0.003103837603703141,-14.710153064901595,0.04056438058614731,0.04265165701508522,-4.893775705360432,0.49473684210526314,0.4473684210526316,4.73684210526315
GRU,0.003326157573610544,0.0023431091103702784,41.95487350074718,0.04466955363750458,0.03644828870892525,22.555969621054217,0.5105263157894737,0.5,1.0526315789473717
