stock,model,n_paired_seeds,delta_rmse,relative_rmse_improvement_pct
AAPL,GRU,3,-0.0006017017371952697,2.707899061643161
AAPL,Shared-target JEPA--MAE,3,0.0008250143402561347,-3.712895309618697
AVGO,GRU,3,-0.0032471250603660212,4.511995318294212
AVGO,Shared-target JEPA--MAE,3,-0.008502237679306862,11.81416049301562
NVDA,GRU,3,-0.00238489488553556,4.140583915583557
NVDA,Shared-target JEPA--MAE,3,0.0012871052601089866,-2.2346340587138624
TSLA,GRU,3,-0.00153637288550168,1.753142437935461
TSLA,Shared-target JEPA--MAE,3,-0.0037959189574815707,4.331491839073723
WMT,GRU,3,-0.0015972813777048202,8.74385937480868
WMT,Shared-target JEPA--MAE,3,-0.0012715166827946024,6.960553865002134
