date,sentiment_mean,sentiment_sum,sentiment_max,sentiment_min,sentiment_std,news_count
2015-01-02,-0.2639904897660017,-0.7919714692980051,0.12484068050980568,-0.834336644038558,0.504694018236242,3
2015-01-03,0.12285516411066055,0.12285516411066055,0.12285516411066055,0.12285516411066055,0.0,1
2015-01-05,-0.7250355705618858,-0.7250355705618858,-0.7250355705618858,-0.7250355705618858,0.0,1
2015-01-06,-0.3681666385382414,-1.1044999156147242,-0.028041716665029526,-0.9532702323049307,0.5089428885447981,3
2015-01-07,0.21181262331083417,2.1181262331083417,0.9111919142305851,-0.9447989091277122,0.5921580187132048,10
2015-01-08,0.6664152592420578,0.6664152592420578,0.6664152592420578,0.6664152592420578,0.0,1
2015-01-09,-0.1209928368528684,-0.7259570211172104,0.8296265602111816,-0.8241929188370705,0.6164780579356597,6
2015-01-12,-0.6974064286798238,-3.4870321433991194,-0.02348235994577408,-0.9612928368151188,0.40205775734136895,5
2015-01-13,0.5089196315035224,2.544598157517612,0.9193176459521055,0.1384153999388218,0.3429192949310156,5
2015-01-14,-0.013413329209600176,-0.09389330446720123,0.9284890536218882,-0.9538290593773127,0.6835557481415674,7
2015-01-15,0.15951594648261866,0.9570956788957119,0.9013522397726774,-0.9605703037232161,0.6917533805798858,6
2015-01-16,-0.29803157147640985,-1.788189428858459,0.03227503318339586,-0.9192796237766743,0.4219478028180248,6
2015-01-20,-0.7137615857645869,-0.7137615857645869,-0.7137615857645869,-0.7137615857645869,0.0,1
2015-01-21,0.4958010856062174,0.9916021712124348,0.9080281294882298,0.08357404172420502,0.5829770762349109,2
2015-01-22,0.07544210537647207,0.45265263225883245,0.43486638087779284,-0.3534989170730114,0.25315612268281684,6
2015-01-23,0.2509349122022589,0.7528047366067767,0.8667541183531284,-0.20848607271909714,0.5544192184864049,3
2015-01-26,-0.551834957441315,-2.20733982976526,0.025594688951969147,-0.9553785501047969,0.4640420228916512,4
2015-01-27,0.49575500562787056,0.49575500562787056,0.49575500562787056,0.49575500562787056,0.0,1
2015-01-28,-0.06522589073412949,-0.5870330166071653,0.9294425863772631,-0.8724939748644829,0.521721224857511,9
2015-01-29,-0.035515047144144773,-0.07103009428828955,0.7984486222267151,-0.8694787165150046,1.1794027317507016,2
2015-01-30,0.4194178725592792,0.8388357451185584,0.8428419893607497,-0.004006244242191315,0.5988121286164891,2
2015-02-02,-0.016339268907904624,-0.08169634453952312,0.39872027561068535,-0.86262172088027,0.5132022445155708,5
2015-02-03,-0.03951004892587662,-0.03951004892587662,-0.03951004892587662,-0.03951004892587662,0.0,1
2015-02-04,0.0036150552332401276,0.0036150552332401276,0.0036150552332401276,0.0036150552332401276,0.0,1
2015-02-05,-0.131274851039052,-0.262549702078104,0.16144856438040733,-0.42399826645851135,0.41397342411037297,2
2015-02-06,0.03655785396695137,0.18278926983475685,0.8603027164936066,-0.8343212027102709,0.6074055543581888,5
2015-02-09,0.34075533226132393,1.7037766613066196,0.6704824715852737,-0.198025893419981,0.37913264663117774,5
2015-02-10,0.1773130614310503,0.7092522457242012,0.7090890407562256,-0.8399673141539097,0.7236005845661366,4
2015-02-11,-0.04984111494074265,-0.44857003446668386,0.13813816290348768,-0.6640749350190163,0.24782790037810112,9
2015-02-12,-0.13259444246068597,-0.26518888492137194,0.3533342657610774,-0.6185231506824493,0.6872069695136562,2
2015-02-13,-0.14656720931331316,-0.4397016279399395,0.034165870398283005,-0.42445382475852966,0.2442582922350638,3
2015-02-17,0.20148756944884857,1.2089254166930914,0.9023050796240568,-0.8821569941937923,0.6463428074798934,6
2015-02-18,-0.3692689083982259,-1.4770756335929036,0.16043138038367033,-0.9074083380401134,0.5384821545502309,4
2015-02-19,0.06638930613795917,0.1991679184138775,0.8676778599619865,-0.6754498519003391,0.7732796756502982,3
2015-02-20,0.021159771643579007,0.21159771643579006,0.8348610661923885,-0.5843383073806763,0.55971660156402,10
