date,sentiment_mean,sentiment_sum,sentiment_max,sentiment_min,sentiment_std,news_count
2015-01-05,0.03489397373050445,0.0697879474610089,0.0348939783871173,0.0348939690738916,6.585445050387959e-09,2
2015-01-06,0.006709705106914,0.013419410213828,0.0080601871013641,0.0053592231124639,0.0019098699522919974,2
2015-01-09,0.4862702963873744,0.9725405927747488,0.51245610229671,0.4600844904780388,0.03703232185865196,2
2015-01-23,-0.0942406328395009,-0.1884812656790018,0.0004473309963941,-0.1889285966753959,0.13390900265021585,2
2015-01-29,0.0089910980314016,0.0179821960628032,0.0290466845035552,-0.011064488440752,0.028362882390266,2
2015-02-08,-0.0257119797170162,-0.0257119797170162,-0.0257119797170162,-0.0257119797170162,0.0,1
2015-02-09,0.920805398374796,1.841610796749592,0.920805398374796,0.920805398374796,0.0,2
2015-02-11,0.18934306769321363,2.8401460153982043,0.8985080346465111,-0.418581061065197,0.4366978127970045,15
2015-02-12,0.09774182092708844,1.1729018511250613,0.8768714815378189,-0.4069603737443685,0.3543500730573493,12
2015-02-27,-0.8621949926018715,-1.724389985203743,-0.8621949926018715,-0.8621949926018715,0.0,2
2015-03-05,0.0462160240858793,0.0924320481717586,0.0462160240858793,0.0462160240858793,0.0,2
2015-03-10,0.33545262739062304,1.3418105095624921,0.45049499720335,0.2204102575778961,0.13283948635918078,4
2015-03-12,-0.2411141283810138,-0.4822282567620276,-0.2411141283810138,-0.2411141283810138,0.0,2
2015-03-16,0.842198308557272,1.684396617114544,0.8537890249863267,0.8306075921282172,0.016391748371589857,2
2015-03-17,-0.0043184757232666,-0.0086369514465332,-0.0043184757232666,-0.0043184757232666,0.0,2
2015-03-18,-0.1038093566894531,-0.2076187133789062,-0.1038093417882919,-0.1038093715906143,2.1073424270166633e-08,2
2015-03-19,-0.011950061190873357,-0.04780024476349343,0.9320887457579374,-0.9553073793649672,1.0892953436855932,4
2015-03-23,-0.359664088813588,-1.438656355254352,-0.0238194707781076,-0.9114521658048034,0.42600059411989416,4
2015-03-24,0.04454848077148195,0.0890969615429639,0.0709901694208383,0.0181067921221256,0.03739419469996648,2
2015-03-30,0.2717266296967864,0.5434532593935728,0.5189884137362242,0.0244648456573486,0.3496809684451402,2
2015-04-01,0.0453501418232917,0.0907002836465834,0.0453501418232917,0.0453501418232917,0.0,2
2015-04-06,0.8488624095916748,1.6977248191833496,0.8488624095916748,0.8488624095916748,0.0,2
2015-04-14,0.4571757614612579,0.9143515229225158,0.4571757614612579,0.4571757614612579,0.0,2
2015-04-17,-0.0095729082822799,-0.0191458165645598,-0.0095729082822799,-0.0095729082822799,0.0,2
2015-05-01,0.026987909805029547,0.053975819610059095,0.0363871129229664,0.0175887066870927,0.013292480524885773,2
2015-05-05,-0.8558841422200203,-1.7117682844400406,-0.8558841422200203,-0.8558841422200203,0.0,2
2015-05-06,-0.7119342461228371,-1.4238684922456741,-0.7119342461228371,-0.7119342461228371,0.0,2
2015-05-07,0.05333686087812699,0.7467160522937778,0.8545849584043026,-0.8324693441390991,0.5648225876557771,14
2015-05-08,-0.3518366357777268,-7.036732715554535,0.9280886547639966,-0.961156703531742,0.7013196378827531,20
2015-05-11,-0.9303887486457826,-1.8607774972915652,-0.930388741195202,-0.9303887560963632,1.0536712127723509e-08,2
2015-05-14,-0.7816156595945358,-0.7816156595945358,-0.7816156595945358,-0.7816156595945358,0.0,1
2015-05-27,0.035727347712963826,0.1429093908518553,0.093373266980052,-0.0219185650348663,0.06656372992174005,4
2015-05-28,0.011981157585978449,0.023962315171956898,0.0119811818003654,0.0119811333715915,3.42443144292077e-08,2
2015-06-04,-0.923232995904982,-0.923232995904982,-0.923232995904982,-0.923232995904982,0.0,1
2015-06-10,-0.7070353714128336,-2.1211061142385006,-0.5951406210660934,-0.7629827465862036,0.09690369635039453,3
2015-06-11,0.1854374082759022,0.1854374082759022,0.1854374082759022,0.1854374082759022,0.0,1
2015-06-12,0.37306655012071127,0.7461331002414225,0.7277258299291134,0.0184072703123092,0.5015639635265167,2
2015-06-15,0.0460840556770563,0.0460840556770563,0.0460840556770563,0.0460840556770563,0.0,1
2015-06-17,0.7646751310676336,0.7646751310676336,0.7646751310676336,0.7646751310676336,0.0,1
2015-06-20,0.0480336025357246,0.0480336025357246,0.0480336025357246,0.0480336025357246,0.0,1
2015-06-29,-0.0395388063043355,-0.0395388063043355,-0.0395388063043355,-0.0395388063043355,0.0,1
2015-07-02,-0.022047059144824743,-0.04409411828964949,0.1595593327656388,-0.2036534510552883,0.2568302224534211,2
2015-07-07,0.0484058149158954,0.0484058149158954,0.0484058149158954,0.0484058149158954,0.0,1
2015-07-10,0.0626338142901659,0.0626338142901659,0.0626338142901659,0.0626338142901659,0.0,1
2015-07-17,-0.9549736250191928,-0.9549736250191928,-0.9549736250191928,-0.9549736250191928,0.0,1
2015-07-20,0.8548113312572241,0.8548113312572241,0.8548113312572241,0.8548113312572241,0.0,1
2015-07-29,-0.0370627902448177,-0.0370627902448177,-0.0370627902448177,-0.0370627902448177,0.0,1
2015-08-03,0.40210184138268235,2.0105092069134116,0.8517683940008283,0.1256719874218106,0.2992741370875945,5
