forecast_target,rolling_step,horizon_step,target_index,target_date,predicted_value,true_value,error,absolute_error,squared_error
relative_return,0,1,60,2024-10-02T00:00:00,-1.1064112186431885e-05,0.0025197267532348633,-0.002530790865421295,0.002530790865421295,6.404902404499868e-06
relative_return,0,2,61,2024-10-03T00:00:00,0.0010703802108764648,-0.00238722562789917,0.0034576058387756348,0.0034576058387756348,1.195503813633536e-05
relative_return,0,3,62,2024-10-04T00:00:00,0.0038772039115428925,0.002608180046081543,0.0012690238654613495,0.0012690238654613495,1.6104215711104652e-06
relative_return,0,4,63,2024-10-07T00:00:00,0.008527383208274841,-0.019981443881988525,0.028508827090263367,0.028508827090263367,0.0008127532220625344
relative_return,0,5,64,2024-10-08T00:00:00,0.004844732582569122,-0.0019450783729553223,0.006789810955524445,0.006789810955524445,4.610153281175977e-05
relative_return,1,1,65,2024-10-09T00:00:00,0.00016273558139801025,0.016698360443115234,-0.016535624861717224,0.016535624861717224,0.00027342688956744077
relative_return,1,2,66,2024-10-10T00:00:00,0.0013816580176353455,0.01448369026184082,-0.013102032244205475,0.013102032244205475,0.00017166324892819995
relative_return,1,3,67,2024-10-11T00:00:00,0.004459211602807045,0.00788414478302002,-0.0034249331802129745,0.0034249331802129745,1.173016728892376e-05
relative_return,1,4,68,2024-10-14T00:00:00,0.009399458765983582,0.024493932723999023,-0.015094473958015442,0.015094473958015442,0.00022784314406920636
relative_return,1,5,69,2024-10-15T00:00:00,0.005852542817592621,0.035788655281066895,-0.029936112463474274,0.029936112463474274,0.0008961708294257797
relative_return,2,1,70,2024-10-16T00:00:00,-0.0018008872866630554,-0.008851885795593262,0.007050998508930206,0.007050998508930206,4.971657997293599e-05
relative_return,2,2,71,2024-10-17T00:00:00,-0.000287860631942749,-0.007269680500030518,0.0069818198680877686,0.0069818198680877686,4.8745808670425106e-05
relative_return,2,3,72,2024-10-18T00:00:00,0.00525466725230217,0.004917621612548828,0.0003370456397533417,0.0003370456397533417,1.1359976327673937e-07
relative_return,2,4,73,2024-10-21T00:00:00,0.00937533751130104,0.011246442794799805,-0.001871105283498764,0.001871105283498764,3.50103498193699e-06
relative_return,2,5,74,2024-10-22T00:00:00,0.007193140685558319,0.00859522819519043,-0.0014020875096321106,0.0014020875096321106,1.965849384666374e-06
relative_return,3,1,75,2024-10-23T00:00:00,-0.0025133416056632996,-0.02162301540374756,0.01910967379808426,0.01910967379808426,0.00036517963266918807
relative_return,3,2,76,2024-10-24T00:00:00,-0.000390566885471344,-0.022428512573242188,0.022037945687770844,0.022037945687770844,0.0004856710501371375
relative_return,3,3,77,2024-10-25T00:00:00,0.004983970895409584,-0.018867135047912598,0.02385110594332218,0.02385110594332218,0.0005688752547195787
relative_return,3,4,78,2024-10-28T00:00:00,0.009131938219070435,-0.010429918766021729,0.019561856985092163,0.019561856985092163,0.00038266624870519905
relative_return,3,5,79,2024-10-29T00:00:00,0.007041029632091522,-0.009285151958465576,0.0163261815905571,0.0163261815905571,0.0002665442053278455
relative_return,4,1,80,2024-10-30T00:00:00,-0.0035573244094848633,-0.0152779221534729,0.011720597743988037,0.011720597743988037,0.00013737241147637747
relative_return,4,2,81,2024-10-31T00:00:00,-0.0009560957551002502,-0.03320920467376709,0.03225310891866684,0.03225310891866684,0.0010402630349193864
relative_return,4,3,82,2024-11-01T00:00:00,0.004764772951602936,-0.04604780673980713,0.050812579691410065,0.050812579691410065,0.0025819182548958985
relative_return,4,4,83,2024-11-04T00:00:00,0.009429238736629486,-0.04989945888519287,0.05932869762182236,0.05932869762182236,0.00351989436150163
relative_return,4,5,84,2024-11-05T00:00:00,0.00825616717338562,-0.04373687505722046,0.05199304223060608,0.05199304223060608,0.002703276440393587
