stock,method,rmse_mean,rmse_std,direction_accuracy_mean,direction_accuracy_std,n_valid_seeds,n_direction_seeds
AAPL,Shared-target JEPA--MAE,0.02004367833724019,0.0007887082596560062,0.5333333333333333,0.01924500897298752,3,3
AAPL,GRU,0.019135116525436455,4.481159144401779e-05,0.5296296296296296,0.025660011963983334,3,3
AAPL,Naive-last,0.020726473344502745,0.0,0.011111111111111112,0.0,3,3
AAPL,Drift,0.020020038144636734,0.0,0.5444444444444444,0.0,3,3
AAPL,Mean-context,0.019974100776406156,0.0,0.5555555555555556,0.0,3,3
AVGO,Shared-target JEPA--MAE,0.061412625475224136,0.0010156519104906213,0.48148148148148145,0.01697250257391053,3,3
AVGO,GRU,0.07090364809703038,0.0006023442624637226,0.42962962962962964,0.042065987746668705,3,3
AVGO,Naive-last,0.07538904891494025,0.0,0.0,0.0,3,3
AVGO,Drift,0.07410836241893193,0.0,0.5111111111111111,0.0,3,3
AVGO,Mean-context,0.07369373954512808,0.0,0.5111111111111111,0.0,3,3
NVDA,Shared-target JEPA--MAE,0.05124747942659208,0.0010791812164780573,0.5444444444444444,0.11111111111111108,3,3
NVDA,GRU,0.04966171466871124,0.0002817995999923084,0.5481481481481482,0.035717225040714645,3,3
NVDA,Naive-last,0.05044422071214741,0.0,0.0,0.0,3,3
NVDA,Drift,0.053323707922658635,0.0,0.5,0.0,3,3
NVDA,Mean-context,0.05350948787117483,0.0,0.43333333333333335,0.0,3,3
TSLA,Shared-target JEPA--MAE,0.08595877879258473,0.003464031862822213,0.5222222222222223,0.022222222222222213,3,3
TSLA,GRU,0.0889981551551126,0.0010347004399449324,0.5259259259259259,0.01697250257391053,3,3
TSLA,Naive-last,0.09311541529754551,0.0,0.0,0.0,3,3
TSLA,Drift,0.09242242513684289,0.0,0.5,0.0,3,3
TSLA,Mean-context,0.09202797678495568,0.0,0.5333333333333333,0.0,3,3
WMT,Shared-target JEPA--MAE,0.015912614031339305,0.0008057228135546487,0.5333333333333333,0.06758625033664692,3,3
WMT,GRU,0.01409333965784662,0.0002527177847539606,0.5370370370370371,0.039020939825380525,3,3
WMT,Naive-last,0.015735635000382033,0.0,0.011111111111111112,0.0,3,3
WMT,Drift,0.015891900872335035,0.0,0.6444444444444445,0.0,3,3
WMT,Mean-context,0.01629310644819975,0.0,0.6444444444444445,0.0,3,3
